,player_type,player,result
437,rand,3,win via score
438,rand,3,win via score
439,rand,3,win via score
440,rand,2,win via score
441,rand,3,win via score
442,rand,2,win via score
443,rand,1,win via score
444,rand,2,win via score
445,rand,1,win via score
446,rand,2,win via score
447,rand,3,win via score
448,rand,1,win via score
449,rand,3,win via score
450,rand,1,win via score
451,rand,3,win via score
452,rand,2,win via score
453,rand,3,win via score
454,rand,2,win via score
455,rand,3,win via score
456,rand,2,win via score
457,rand,1,win via score
458,rand,1,win via score
459,rand,3,win via score
460,rand,1,win via score
461,rand,3,win via score
462,rand,2,win via score
463,rand,2,win via score
464,rand,2,win via score
465,rand,1,win via score
466,rand,1,win via score
467,rand,3,win via score
468,rand,3,win via score
469,rand,1,win via score
470,rand,1,win via score
471,rand,1,win via score
472,rand,3,win via score
473,rand,1,win via score
474,rand,3,win via score
475,rand,2,win via score
476,rand,3,win via score
477,rand,2,win via score
478,rand,3,win via score
479,rand,3,win via score
480,rand,2,win via score
481,rand,2,win via score
482,rand,2,win via score
483,rand,2,win via score
484,rand,3,win via score
485,rand,3,win via score
486,rand,1,win via score
487,rand,1,win via score
488,rand,1,win via score
489,rand,1,win via score
490,rand,1,win via score
491,rand,2,win via score
492,rand,2,win via score
493,rand,3,win via score
494,rand,2,win via score
495,rand,3,win via score
496,rand,3,win via score
497,rand,2,win via score
498,rand,3,win via score
499,rand,3,win via score
500,rand,3,win via score
501,rand,1,win via score
502,rand,1,win via score
503,rand,3,win via score
504,rand,3,win via score
505,rand,1,win via score
506,rand,3,win via score
507,rand,1,win via score
508,rand,2,win via score
509,rand,3,win via score
510,rand,3,win via score
511,rand,1,win via score
512,rand,2,win via score
513,rand,1,win via score
514,rand,1,win via score
515,rand,2,win via score
516,rand,2,win via score
517,rand,3,win via score
518,rand,3,win via score
519,rand,3,win via score
520,rand,2,win via score
521,rand,1,win via score
522,rand,2,win via score
523,rand,2,win via score
524,rand,1,win via score
525,rand,2,win via score
526,rand,1,win via score
527,rand,2,win via score
528,rand,1,win via score
529,rand,1,win via score
530,rand,1,win via score
531,rand,3,win via score
532,rand,1,win via score
533,rand,1,win via score
534,rand,2,win via score
535,rand,3,win via score
536,rand,1,win via score
537,rand,2,win via score
538,rand,1,win via score
539,rand,1,win via score
540,rand,3,win via score
541,rand,1,win via score
542,rand,2,win via score
543,rand,3,win via score
544,rand,3,win via score
545,rand,1,win via score
546,rand,3,win via score
547,rand,3,win via score
548,rand,3,win via score
549,rand,2,win via score
550,rand,2,win via score
551,rand,2,win via score
552,rand,3,win via score
553,rand,3,win via score
554,rand,1,win via score
555,rand,2,win via score
556,rand,1,win via score
557,rand,3,win via score
558,rand,2,win via score
559,rand,1,win via score
560,rand,1,win via score
561,rand,1,win via score
562,rand,3,win via score
563,rand,1,win via score
564,rand,2,win via score
565,rand,3,win via score
566,rand,1,win via score
567,rand,1,win via score
568,rand,2,win via score
569,rand,3,win via score
570,rand,2,win via score
571,rand,1,win via score
572,rand,2,win via score
573,rand,2,win via score
574,rand,1,win via score
575,rand,3,win via score
576,rand,1,win via score
577,rand,1,win via score
578,rand,2,win via score
579,rand,2,win via score
580,rand,3,win via score
581,rand,3,win via score
582,rand,3,win via score
583,rand,1,win via score
584,rand,3,win via score
585,rand,3,win via score
586,rand,1,win via score
587,rand,2,win via score
588,rand,1,win via score
589,rand,2,win via score
590,rand,2,win via score
591,rand,1,win via score
592,rand,2,win via score
593,rand,2,win via score
594,rand,1,win via score
595,rand,1,win via score
596,rand,3,win via score
597,rand,2,win via score
598,rand,1,win via score
599,rand,1,win via score
600,rand,2,win via score
601,rand,2,win via score
602,rand,2,win via score
603,rand,1,win via score
604,rand,1,win via score
605,rand,1,win via score
606,rand,3,win via score
607,rand,1,win via score
608,rand,1,win via score
609,rand,1,win via score
610,rand,1,win via score
611,rand,1,win via score
612,mean,0,win via elim
613,rand,3,win via score
614,rand,2,win via score
615,rand,1,win via score
616,rand,1,win via score
617,rand,3,win via score
618,rand,1,win via score
619,rand,3,win via score
620,rand,2,win via score
621,rand,1,win via score
622,rand,1,win via score
623,rand,2,win via score
624,rand,3,win via score
625,rand,1,win via score
626,rand,2,win via score
627,rand,2,win via score
628,rand,3,win via score
629,rand,2,win via score
630,rand,2,win via score
631,rand,3,win via score
632,rand,1,win via score
633,rand,1,win via score
634,rand,2,win via score
635,rand,3,win via score
636,rand,1,win via score
637,rand,2,win via score
638,rand,3,win via score
639,rand,2,win via score
640,rand,2,win via score
641,rand,2,win via score
642,rand,2,win via score
643,rand,3,win via score
644,rand,2,win via score
645,rand,1,win via score
646,rand,2,win via score
647,rand,1,win via score
648,rand,3,win via score
649,rand,3,win via score
650,rand,1,win via score
651,rand,2,win via score
652,rand,1,win via score
653,rand,3,win via score
654,rand,3,win via score
655,rand,2,win via score
656,rand,2,win via score
657,rand,3,win via score
658,rand,1,win via score
659,rand,2,win via score
660,rand,2,win via score
661,rand,3,win via score
662,rand,1,win via score
663,rand,3,win via score
664,rand,2,win via score
665,rand,1,win via score
666,rand,3,win via score
667,rand,3,win via score
668,rand,1,win via score
669,rand,1,win via score
670,rand,1,win via score
671,rand,1,win via score
672,rand,2,win via score
673,rand,1,win via score
674,rand,1,win via score
675,rand,3,win via score
676,rand,3,win via score
677,rand,1,win via score
678,rand,3,win via score
679,rand,1,win via score
680,rand,2,win via score
681,rand,2,win via score
682,rand,1,win via score
683,rand,3,win via score
684,rand,3,win via score
685,rand,3,win via score
686,rand,1,win via score
687,rand,3,win via score
688,rand,3,win via score
689,rand,2,win via score
690,rand,3,win via score
691,rand,1,win via score
692,rand,3,win via score
693,rand,3,win via score
694,rand,2,win via score
695,rand,2,win via score
696,rand,3,win via score
697,rand,1,win via score
698,rand,3,win via score
699,rand,1,win via score
700,rand,1,win via score
701,rand,2,win via score
702,rand,3,win via score
703,rand,3,win via score
704,rand,3,win via score
705,rand,1,win via score
706,rand,1,win via score
707,rand,3,win via score
708,rand,3,win via score
709,rand,2,win via score
710,rand,1,win via score
711,rand,1,win via score
712,rand,1,win via score
713,rand,3,win via score
714,rand,3,win via score
715,rand,3,win via score
716,rand,1,win via score
717,rand,1,win via score
718,rand,3,win via score
719,rand,2,win via score
720,rand,1,win via score
721,rand,3,win via score
722,rand,1,win via score
723,rand,2,win via score
724,rand,3,win via score
725,rand,3,win via score
726,rand,3,win via score
727,rand,3,win via score
728,rand,3,win via score
729,rand,3,win via score
730,rand,3,win via score
731,rand,2,win via score
732,rand,3,win via score
733,rand,2,win via score
734,rand,3,win via score
735,rand,2,win via score
736,rand,2,win via score
737,rand,1,win via score
738,rand,2,win via score
739,rand,2,win via score
740,rand,3,win via score
741,rand,2,win via score
742,rand,1,win via score
743,rand,1,win via score
744,rand,2,win via score
745,rand,3,win via score
746,rand,2,win via score
747,rand,1,win via score
748,rand,2,win via score
749,rand,2,win via score
750,rand,1,win via score
751,rand,1,win via score
752,rand,2,win via score
753,rand,3,win via score
754,rand,3,win via score
755,rand,2,win via score
756,mean,0,win via elim
757,rand,3,win via score
758,rand,1,win via score
759,rand,3,win via score
760,rand,2,win via score
761,rand,3,win via score
762,rand,2,win via score
763,rand,1,win via score
764,rand,2,win via score
765,rand,3,win via score
766,rand,2,win via score
767,rand,2,win via score
768,rand,3,win via score
769,rand,2,win via score
770,rand,3,win via score
771,rand,2,win via score
772,rand,3,win via score
773,rand,3,win via score
774,rand,1,win via score
775,rand,3,win via score
776,rand,3,win via score
777,rand,1,win via score
778,rand,1,win via score
779,rand,3,win via score
780,rand,3,win via score
781,rand,1,win via score
782,rand,3,win via score
783,rand,1,win via score
784,rand,1,win via score
785,rand,3,win via score
786,rand,3,win via score
787,rand,1,win via score
788,rand,2,win via score
789,rand,2,win via score
790,rand,2,win via score
791,rand,2,win via score
792,rand,2,win via score
793,rand,2,win via score
794,rand,1,win via score
795,rand,2,win via score
796,rand,3,win via score
797,rand,3,win via score
798,rand,2,win via score
799,rand,1,win via score
800,rand,3,win via score
801,rand,1,win via score
802,rand,1,win via score
803,rand,3,win via score
804,rand,2,win via score
805,rand,2,win via score
806,rand,2,win via score
807,rand,3,win via score
808,rand,1,win via score
809,rand,2,win via score
810,rand,3,win via score
811,rand,2,win via score
812,rand,1,win via score
813,rand,2,win via score
814,rand,3,win via score
815,rand,1,win via score
816,rand,1,win via score
817,rand,3,win via score
818,rand,2,win via score
819,rand,1,win via score
820,rand,3,win via score
821,rand,1,win via score
822,rand,1,win via score
823,rand,3,win via score
824,rand,1,win via score
825,rand,1,win via score
826,rand,1,win via score
827,rand,1,win via score
828,rand,1,win via score
829,rand,3,win via score
830,rand,1,win via score
831,rand,1,win via score
832,rand,1,win via score
833,rand,2,win via score
834,rand,3,win via score
835,rand,1,win via score
836,rand,2,win via score
837,rand,3,win via score
838,rand,3,win via score
839,rand,1,win via score
840,rand,3,win via score
841,rand,2,win via score
842,rand,2,win via score
843,rand,1,win via score
844,rand,1,win via score
845,rand,2,win via score
846,rand,1,win via score
847,rand,1,win via score
848,rand,1,win via score
849,rand,3,win via score
850,rand,3,win via score
851,rand,2,win via score
852,rand,3,win via score
853,rand,2,win via score
854,rand,1,win via score
855,rand,1,win via score
856,rand,1,win via score
857,rand,2,win via score
858,rand,3,win via score
859,rand,1,win via score
860,rand,2,win via score
861,rand,1,win via score
862,rand,2,win via score
863,rand,2,win via score
864,rand,2,win via score
865,rand,1,win via score
866,rand,2,win via score
867,rand,1,win via score
868,rand,1,win via score
869,rand,3,win via score
870,rand,2,win via score
871,rand,3,win via score
872,rand,1,win via score
873,rand,1,win via score
874,rand,1,win via score
875,rand,2,win via score
876,rand,3,win via score
877,rand,1,win via score
878,rand,3,win via score
879,rand,3,win via score
880,rand,3,win via score
881,rand,2,win via score
882,rand,2,win via score
883,rand,2,win via score
884,rand,3,win via score
885,rand,1,win via score
886,rand,2,win via score
887,rand,1,win via score
888,rand,3,win via score
889,rand,2,win via score
890,rand,2,win via score
891,rand,3,win via score
892,rand,2,win via score
893,rand,3,win via score
894,rand,1,win via score
895,rand,1,win via score
896,rand,1,win via score
897,rand,3,win via score
898,rand,2,win via score
899,rand,3,win via score
900,rand,1,win via score
901,rand,3,win via score
902,rand,3,win via score
903,rand,1,win via score
904,rand,1,win via score
905,rand,1,win via score
906,rand,3,win via score
907,rand,2,win via score
908,rand,3,win via score
909,rand,1,win via score
910,rand,1,win via score
911,rand,2,win via score
912,rand,2,win via score
913,rand,1,win via score
914,rand,3,win via score
915,rand,2,win via score
916,rand,1,win via score
917,rand,1,win via score
918,rand,2,win via score
919,rand,3,win via score
920,rand,1,win via score
921,rand,1,win via score
922,rand,1,win via score
923,rand,3,win via score
924,rand,1,win via score
925,rand,2,win via score
926,rand,1,win via score
927,rand,3,win via score
928,rand,1,win via score
929,rand,1,win via score
930,rand,2,win via score
931,rand,2,win via score
932,rand,3,win via score
933,rand,2,win via score
934,rand,2,win via score
935,rand,1,win via score
936,rand,3,win via score
937,rand,3,win via score
938,rand,1,win via score
939,rand,1,win via score
940,rand,2,win via score
941,rand,3,win via score
942,rand,2,win via score
943,rand,1,win via score
944,rand,2,win via score
945,rand,1,win via score
946,rand,1,win via score
947,rand,3,win via score
948,rand,2,win via score
949,rand,3,win via score
950,rand,1,win via score
951,rand,2,win via score
952,rand,3,win via score
953,rand,3,win via score
954,rand,3,win via score
955,rand,3,win via score
956,rand,3,win via score
957,rand,1,win via score
958,rand,3,win via score
959,rand,2,win via score
960,rand,2,win via score
961,rand,3,win via score
962,rand,3,win via score
963,rand,1,win via score
964,rand,2,win via score
965,rand,3,win via score
966,rand,1,win via score
967,rand,1,win via score
968,rand,3,win via score
969,rand,3,win via score
970,rand,2,win via score
971,rand,3,win via score
972,rand,1,win via score
973,rand,2,win via score
974,rand,1,win via score
975,rand,3,win via score
976,rand,2,win via score
977,rand,1,win via score
978,rand,2,win via score
979,mean,0,win via elim
980,rand,1,win via score
981,rand,1,win via score
982,rand,3,win via score
983,rand,1,win via score
984,rand,3,win via score
985,rand,1,win via score
986,rand,1,win via score
987,rand,1,win via score
988,rand,3,win via score
989,rand,1,win via score
990,rand,2,win via score
991,rand,2,win via score
992,rand,1,win via score
993,rand,2,win via score
994,rand,1,win via score
995,rand,1,win via score
996,rand,3,win via score
997,rand,3,win via score
998,rand,1,win via score
999,rand,2,win via score
1000,rand,2,win via score
1001,rand,1,win via score
1002,rand,1,win via score
1003,rand,1,win via score
1004,rand,2,win via score
1005,rand,3,win via score
1006,rand,2,win via score
1007,rand,3,win via score
1008,rand,3,win via score
1009,rand,2,win via score
1010,rand,1,win via score
1011,rand,2,win via score
1012,rand,2,win via score
1013,rand,3,win via score
1014,rand,1,win via score
1015,rand,3,win via score
1016,rand,2,win via score
1017,rand,3,win via score
1018,rand,3,win via score
1019,rand,2,win via score
1020,rand,3,win via score
1021,rand,2,win via score
1022,rand,2,win via score
1023,rand,1,win via score
1024,rand,2,win via score
1025,rand,1,win via score
1026,rand,1,win via score
1027,rand,3,win via score
1028,rand,2,win via score
1029,rand,2,win via score
1030,rand,2,win via score
1031,rand,3,win via score
1032,rand,3,win via score
1033,rand,1,win via score
1034,rand,1,win via score
1035,rand,3,win via score
1036,rand,1,win via score
1037,rand,1,win via score
1038,rand,2,win via score
1039,rand,3,win via score
1040,rand,3,win via score
1041,rand,2,win via score
1042,rand,1,win via score
1043,rand,1,win via score
1044,rand,3,win via score
1045,rand,1,win via score
1046,rand,3,win via score
1047,rand,1,win via score
1048,rand,2,win via score
1049,rand,1,win via score
1050,rand,3,win via score
1051,rand,3,win via score
1052,rand,3,win via score
1053,rand,3,win via score
1054,rand,1,win via score
1055,rand,1,win via score
1056,rand,3,win via score
1057,rand,2,win via score
1058,rand,1,win via score
1059,rand,3,win via score
1060,rand,3,win via score
1061,rand,1,win via score
1062,rand,1,win via score
1063,rand,2,win via score
1064,rand,2,win via score
1065,rand,2,win via score
1066,rand,3,win via score
1067,rand,2,win via score
1068,rand,2,win via score
1069,rand,3,win via score
1070,rand,3,win via score
1071,rand,2,win via score
1072,rand,1,win via score
1073,rand,1,win via score
1074,rand,2,win via score
1075,rand,2,win via score
1076,rand,3,win via score
1077,rand,2,win via score
1078,mean,0,win via elim
1079,rand,1,win via score
1080,rand,2,win via score
1081,rand,1,win via score
1082,rand,2,win via score
1083,rand,1,win via score
1084,rand,2,win via score
1085,rand,2,win via score
1086,rand,1,win via score
1087,rand,3,win via score
1088,rand,3,win via score
1089,rand,1,win via score
1090,rand,3,win via score
1091,rand,3,win via score
1092,rand,3,win via score
1093,rand,1,win via score
1094,rand,3,win via score
1095,rand,2,win via score
1096,rand,1,win via score
1097,rand,2,win via score
1098,rand,2,win via score
1099,rand,1,win via score
1100,rand,2,win via score
1101,rand,1,win via score
1102,rand,2,win via score
1103,rand,2,win via score
1104,rand,1,win via score
1105,rand,2,win via score
1106,rand,3,win via score
1107,rand,1,win via score
1108,rand,1,win via score
1109,rand,3,win via score
1110,rand,2,win via score
1111,rand,3,win via score
1112,rand,3,win via score
1113,rand,3,win via score
1114,rand,1,win via score
1115,rand,2,win via score
1116,rand,2,win via score
1117,rand,3,win via score
1118,rand,1,win via score
1119,rand,2,win via score
1120,rand,2,win via score
1121,rand,3,win via score
1122,rand,3,win via score
1123,rand,1,win via score
1124,rand,3,win via score
1125,rand,3,win via score
1126,rand,2,win via score
1127,rand,3,win via score
1128,rand,3,win via score
1129,rand,1,win via score
1130,rand,1,win via score
1131,rand,3,win via score
1132,rand,2,win via score
1133,rand,3,win via score
1134,rand,3,win via score
1135,rand,3,win via score
1136,rand,3,win via score
1137,rand,3,win via score
1138,rand,3,win via score
1139,rand,1,win via score
1140,rand,2,win via score
1141,rand,1,win via score
1142,rand,2,win via score
1143,rand,1,win via score
1144,rand,1,win via score
1145,rand,3,win via score
1146,rand,1,win via score
1147,rand,2,win via score
1148,rand,3,win via score
1149,rand,1,win via score
1150,rand,1,win via score
1151,rand,3,win via score
1152,rand,1,win via score
1153,rand,1,win via score
1154,rand,1,win via score
1155,rand,1,win via score
1156,rand,1,win via score
1157,rand,3,win via score
1158,rand,2,win via score
1159,rand,1,win via score
1160,rand,3,win via score
1161,rand,3,win via score
1162,rand,3,win via score
1163,rand,2,win via score
1164,rand,1,win via score
1165,rand,1,win via score
1166,rand,3,win via score
1167,rand,1,win via score
1168,rand,3,win via score
1169,rand,1,win via score
1170,rand,3,win via score
1171,rand,1,win via score
1172,rand,3,win via score
1173,rand,2,win via score
1174,rand,3,win via score
1175,rand,1,win via score
1176,rand,2,win via score
1177,rand,3,win via score
1178,rand,2,win via score
