,player_type,player,result
372,"smart: 0.5, 0.6",3,win via score
373,"smart: 0.5, 0.6",3,win via elim
374,"smart: 0.5, 0.6",3,win via score
375,"smart: 0.5, 0.6",3,win via score
376,"smart: 0.5, 0.6",2,win via score
377,"smart: 0.5, 0.6",0,win via score
378,"smart: 0.5, 0.6",3,win via score
379,"smart: 0.5, 0.6",3,win via elim
380,"smart: 0.5, 0.6",3,win via score
381,"smart: 0.5, 0.6",1,win via score
382,"smart: 0.5, 0.6",2,win via score
383,"smart: 0.5, 0.6",3,win via score
384,"smart: 0.5, 0.6",0,win via score
385,"smart: 0.5, 0.6",3,win via score
386,"smart: 0.5, 0.6",2,win via score
387,"smart: 0.5, 0.6",2,win via score
388,"smart: 0.5, 0.6",0,win via score
389,"smart: 0.5, 0.6",0,win via score
390,"smart: 0.5, 0.6",0,win via score
391,"smart: 0.5, 0.6",1,win via score
392,"smart: 0.5, 0.6",1,win via score
393,"smart: 0.5, 0.6",1,win via score
394,"smart: 0.5, 0.6",2,win via score
395,"smart: 0.5, 0.6",0,win via score
396,"smart: 0.5, 0.6",1,win via score
397,"smart: 0.5, 0.6",3,win via elim
398,"smart: 0.5, 0.6",0,win via score
399,"smart: 0.5, 0.6",0,win via score
400,"smart: 0.5, 0.6",0,win via score
401,"smart: 0.5, 0.6",0,win via score
402,"smart: 0.5, 0.6",1,win via score
403,"smart: 0.5, 0.6",2,win via score
404,"smart: 0.5, 0.6",1,win via score
405,"smart: 0.5, 0.6",3,win via score
406,"smart: 0.5, 0.6",0,win via score
407,"smart: 0.5, 0.6",1,win via score
408,"smart: 0.5, 0.6",3,win via score
409,"smart: 0.5, 0.6",2,win via score
410,"smart: 0.5, 0.6",2,win via score
411,"smart: 0.5, 0.6",3,win via score
412,"smart: 0.5, 0.6",3,win via score
413,"smart: 0.5, 0.6",2,win via elim
414,"smart: 0.5, 0.6",2,win via score
415,"smart: 0.5, 0.6",3,win via score
416,"smart: 0.5, 0.6",2,win via score
417,"smart: 0.5, 0.6",3,win via elim
418,"smart: 0.5, 0.6",2,win via score
419,"smart: 0.5, 0.6",2,win via score
420,"smart: 0.5, 0.6",2,win via score
421,"smart: 0.5, 0.6",3,win via score
422,"smart: 0.5, 0.6",2,win via score
423,"smart: 0.5, 0.6",0,win via score
424,"smart: 0.5, 0.6",3,win via score
425,"smart: 0.5, 0.6",2,win via score
426,"smart: 0.5, 0.6",1,win via score
427,"smart: 0.5, 0.6",3,win via score
428,"smart: 0.5, 0.6",3,win via score
429,"smart: 0.5, 0.6",0,win via score
430,"smart: 0.5, 0.6",3,win via score
431,"smart: 0.5, 0.6",1,win via score
432,"smart: 0.5, 0.6",0,win via score
433,"smart: 0.5, 0.6",3,win via score
434,"smart: 0.5, 0.6",2,win via score
435,"smart: 0.5, 0.6",1,win via score
436,"smart: 0.5, 0.6",3,win via score
437,"smart: 0.5, 0.6",1,win via elim
438,"smart: 0.5, 0.6",0,win via elim
439,"smart: 0.5, 0.6",3,win via elim
440,"smart: 0.5, 0.6",3,win via score
441,"smart: 0.5, 0.6",1,win via score
442,"smart: 0.5, 0.6",1,win via score
443,"smart: 0.5, 0.6",0,win via score
444,"smart: 0.5, 0.6",3,win via score
445,"smart: 0.5, 0.6",1,win via score
446,"smart: 0.5, 0.6",0,win via score
447,"smart: 0.5, 0.6",3,win via score
448,"smart: 0.5, 0.6",0,win via score
449,"smart: 0.5, 0.6",2,win via score
450,"smart: 0.5, 0.6",1,win via score
451,"smart: 0.5, 0.6",0,win via score
452,"smart: 0.5, 0.6",2,win via score
453,"smart: 0.5, 0.6",3,win via elim
454,"smart: 0.5, 0.6",2,win via score
455,"smart: 0.5, 0.6",3,win via score
456,"smart: 0.5, 0.6",3,win via score
457,"smart: 0.5, 0.6",3,win via score
458,"smart: 0.5, 0.6",0,win via score
459,"smart: 0.5, 0.6",0,win via score
460,"smart: 0.5, 0.6",2,win via score
461,"smart: 0.5, 0.6",0,win via elim
462,"smart: 0.5, 0.6",2,win via score
463,"smart: 0.5, 0.6",3,win via score
464,"smart: 0.5, 0.6",1,win via score
465,"smart: 0.5, 0.6",0,win via score
466,"smart: 0.5, 0.6",3,win via score
467,"smart: 0.5, 0.6",0,win via score
468,"smart: 0.5, 0.6",0,win via score
469,"smart: 0.5, 0.6",3,win via score
470,"smart: 0.5, 0.6",0,win via score
471,"smart: 0.5, 0.6",1,win via score
472,"smart: 0.5, 0.6",2,win via elim
473,"smart: 0.5, 0.6",0,win via score
474,"smart: 0.5, 0.6",1,win via score
475,"smart: 0.5, 0.6",2,win via score
476,"smart: 0.5, 0.6",3,win via elim
477,"smart: 0.5, 0.6",1,win via score
478,"smart: 0.5, 0.6",3,win via score
479,"smart: 0.5, 0.6",2,win via score
480,"smart: 0.5, 0.6",0,win via score
481,"smart: 0.5, 0.6",3,win via score
482,"smart: 0.5, 0.6",2,win via score
483,"smart: 0.5, 0.6",2,win via score
484,"smart: 0.5, 0.6",3,win via score
485,"smart: 0.5, 0.6",3,win via score
486,"smart: 0.5, 0.6",0,win via score
487,"smart: 0.5, 0.6",1,win via score
488,"smart: 0.5, 0.6",2,win via score
489,"smart: 0.5, 0.6",2,win via score
490,"smart: 0.5, 0.6",1,win via score
491,"smart: 0.5, 0.6",0,win via elim
492,"smart: 0.5, 0.6",3,win via score
493,"smart: 0.5, 0.6",3,win via score
494,"smart: 0.5, 0.6",0,win via score
495,"smart: 0.5, 0.6",3,win via score
496,"smart: 0.5, 0.6",2,win via score
497,"smart: 0.5, 0.6",3,win via score
498,"smart: 0.5, 0.6",3,win via score
499,"smart: 0.5, 0.6",0,win via score
500,"smart: 0.5, 0.6",1,win via score
501,"smart: 0.5, 0.6",1,win via score
502,"smart: 0.5, 0.6",2,win via score
503,"smart: 0.5, 0.6",0,win via score
504,"smart: 0.5, 0.6",3,win via score
505,"smart: 0.5, 0.6",1,win via score
506,"smart: 0.5, 0.6",1,win via score
507,"smart: 0.5, 0.6",2,win via score
508,"smart: 0.5, 0.6",1,win via score
509,"smart: 0.5, 0.6",1,win via score
510,"smart: 0.5, 0.6",2,win via score
511,"smart: 0.5, 0.6",1,win via score
512,"smart: 0.5, 0.6",2,win via score
513,"smart: 0.5, 0.6",3,win via score
514,"smart: 0.5, 0.6",3,win via score
515,"smart: 0.5, 0.6",3,win via score
516,"smart: 0.5, 0.6",3,win via score
517,"smart: 0.5, 0.6",3,win via score
518,"smart: 0.5, 0.6",2,win via score
519,"smart: 0.5, 0.6",2,win via score
520,"smart: 0.5, 0.6",2,win via score
521,"smart: 0.5, 0.6",2,win via score
522,"smart: 0.5, 0.6",1,win via score
523,"smart: 0.5, 0.6",0,win via score
524,"smart: 0.5, 0.6",1,win via score
525,"smart: 0.5, 0.6",0,win via score
526,"smart: 0.5, 0.6",1,win via score
527,"smart: 0.5, 0.6",2,win via score
528,"smart: 0.5, 0.6",0,win via elim
529,"smart: 0.5, 0.6",2,win via score
530,"smart: 0.5, 0.6",3,win via score
531,"smart: 0.5, 0.6",1,win via score
532,"smart: 0.5, 0.6",0,win via score
533,"smart: 0.5, 0.6",3,win via score
534,"smart: 0.5, 0.6",3,win via score
535,"smart: 0.5, 0.6",3,win via score
536,"smart: 0.5, 0.6",2,win via elim
537,"smart: 0.5, 0.6",1,win via score
538,"smart: 0.5, 0.6",1,win via score
539,"smart: 0.5, 0.6",3,win via elim
540,"smart: 0.5, 0.6",1,win via score
541,"smart: 0.5, 0.6",2,win via score
542,"smart: 0.5, 0.6",1,win via score
543,"smart: 0.5, 0.6",2,win via score
544,"smart: 0.5, 0.6",2,win via score
545,"smart: 0.5, 0.6",0,win via score
546,"smart: 0.5, 0.6",2,win via score
547,"smart: 0.5, 0.6",2,win via score
548,"smart: 0.5, 0.6",3,win via score
549,"smart: 0.5, 0.6",2,win via score
550,"smart: 0.5, 0.6",0,win via score
551,"smart: 0.5, 0.6",2,win via score
552,"smart: 0.5, 0.6",2,win via score
553,"smart: 0.5, 0.6",1,win via score
554,"smart: 0.5, 0.6",2,win via score
555,"smart: 0.5, 0.6",0,win via score
556,"smart: 0.5, 0.6",0,win via score
557,"smart: 0.5, 0.6",0,win via score
558,"smart: 0.5, 0.6",0,win via score
559,"smart: 0.5, 0.6",0,win via score
560,"smart: 0.5, 0.6",1,win via score
561,"smart: 0.5, 0.6",1,win via score
562,"smart: 0.5, 0.6",3,win via score
563,"smart: 0.5, 0.6",2,win via score
564,"smart: 0.5, 0.6",2,win via score
565,"smart: 0.5, 0.6",3,win via score
566,"smart: 0.5, 0.6",3,win via score
567,"smart: 0.5, 0.6",2,win via score
568,"smart: 0.5, 0.6",1,win via score
569,"smart: 0.5, 0.6",2,win via score
