,eps_num,w_diff,result
0,0.0,0.0,attempt loss
1,1.0,0.0,0.0
2,2.0,0.0,attempt loss
3,3.0,0.0,attempt loss
4,4.0,0.5,other player no skull
5,5.0,0.0,0.0
6,6.0,8.75,other player skull
7,7.0,1.9140625,other player skull
8,8.0,1.660400390625,other player no skull
9,9.0,1.4607376098632812,0.0
10,10.0,2.5845340072587346,other player skull
11,11.0,1.105943012144869,other player no skull
12,12.0,0.6859373872602696,0.0
13,13.0,1.9693586848630522,other player skull
14,14.0,0.3049367922283679,other player skull
15,15.0,0.0,other player skull
16,16.0,3.1341496672830145,0.0
17,17.0,2.369268026617359,0.0
18,18.0,0.15422546089440559,other player skull
19,19.0,0.8359579304902685,0.0
20,20.0,0.1956901519102221,0.0
21,21.0,1.4207192492702485,other player no skull
22,22.0,1.6486968185119844,other player no skull
23,23.0,0.33108710231399807,other player no skull
24,24.0,3.2189094847586333,other player skull
25,25.0,0.7307333756673811,other player skull
26,26.0,1.5202647520677213,other player no skull
27,27.0,0.7601323760338606,other player no skull
28,28.0,3.790224523607567,0.0
29,29.0,1.9464261049953375,other player skull
30,30.0,2.2186508979309454,0.0
31,31.0,1.133542754024404,other player skull
32,32.0,1.5821244277992101,other player no skull
33,33.0,1.854936768854546,other player no skull
34,34.0,2.2449763393407443,other player skull
35,35.0,0.8860507928573058,other player no skull
36,36.0,1.0725594070433955,other player skull
37,37.0,1.1953435050809356,other player no skull
38,38.0,0.9841050883291356,other player skull
39,39.0,0.2733625245358695,other player skull
40,40.0,0.8491652751134687,other player no skull
41,41.0,0.7075092665497786,other player skull
42,42.0,0.46493437068427473,other player no skull
43,43.0,0.3712783304025827,other player skull
44,44.0,0.06072987596394497,other player skull
45,45.0,0.007984662897042583,0.0
46,46.0,4.536468842585399,0.0
47,47.0,2.7714776252818853,other player skull
48,48.0,0.7965786682050937,other player skull
49,49.0,0.17425158366986437,other player skull
50,50.0,0.16526885564943994,other player skull
51,51.0,0.9930519588047351,other player no skull
52,52.0,0.5976035481274766,other player skull
53,53.0,10.539039908980032,attempt loss
54,54.0,7.022465062584816,other player skull
55,55.0,0.28931385952342703,other player no skull
56,56.0,2.386059472598385,other player skull
57,57.0,0.7851261485468056,other player skull
58,58.0,0.5151009247030904,other player no skull
59,59.0,0.5042577772091642,other player skull
60,60.0,0.10650632328734844,other player skull
61,61.0,0.2797489961238492,other player no skull
62,62.0,0.4791214864334721,other player no skull
63,63.0,0.04500000000000004,0.0
64,64.0,0.23956074321673604,other player no skull
65,65.0,50.2725,attempt won
66,66.0,26.803800000000006,other player skull
67,67.0,6.069479166666664,other player skull
68,68.0,6.310052249999998,attempt loss
69,69.0,9.598653946666666,other player no skull
70,70.0,0.707281235130961,other player skull
71,71.0,0.29114999064309544,other player skull
72,72.0,0.06819394140122292,other player skull
73,73.0,0.014917424681516689,other player skull
74,74.0,0.003263186649081762,other player skull
75,75.0,0.991362544726818,0.0
76,76.0,1.0777370974586384,other player skull
77,77.0,0.09778371878734615,other player skull
78,78.0,5.369315912932116,0.0
79,79.0,9.573569818333333,attempt loss
80,80.0,4.483823762790394,other player skull
81,81.0,0.8070882773022721,other player skull
82,82.0,4.786784909166666,attempt loss
83,83.0,2.393392454583333,attempt loss
84,84.0,1.6966962272916666,other player no skull
85,85.0,0.3483481136458333,attempt loss
86,86.0,0.5114713963666667,other player no skull
87,87.0,0.18078990196097133,other player skull
88,88.0,0.2001697479088671,other player skull
89,89.0,8.881784197001252e-16,other player skull
90,90.0,0.2967925780427184,other player skull
91,91.0,0.04328225096456362,other player skull
92,92.0,0.009467992398496383,other player skull
93,93.0,8.850696544776955,0.0
94,94.0,0.34780054952933337,other player no skull
95,95.0,50.255461916125086,attempt won
96,96.0,25.127730958062536,attempt won
97,97.0,2.6954016855097507,0.0
98,98.0,2.792436146188095,0.0
99,99.0,3.2144042749454087,0.0
100,100.0,41.787255574290356,attempt loss
101,101.0,12.127665630269163,other player no skull
102,102.0,1.967217700368753,0.0
103,103.0,15.813403822194973,attempt loss
104,104.0,1.581340382219496,0.0
105,105.0,8.697372102207234,attempt loss
106,106.0,2.821135903745785,other player no skull
107,107.0,0.3897503601020347,0.0
108,108.0,3.632993279281742,other player no skull
109,109.0,5.0361077814546835,other player skull
110,110.0,0.17463730934011545,0.0
111,111.0,1.4038152943109288,attempt loss
112,112.0,0.7698230515249487,other player no skull
113,113.0,0.31699612139299005,attempt loss
114,114.0,3.0981601935828857,other player skull
115,115.0,0.46415515914177846,other player no skull
116,116.0,0.33361152063315325,other player no skull
117,117.0,0.9604709044190436,other player skull
118,118.0,0.0,other player skull
119,119.0,0.0,other player skull
120,120.0,0.26774100419124114,other player skull
121,121.0,0.4912920920366419,0.0
122,122.0,0.10023413555045924,other player skull
123,123.0,0.24038527919097083,attempt loss
124,124.0,0.3230767106588893,other player no skull
125,125.0,0.05634619898498605,0.0
126,126.0,0.3099040944174231,attempt loss
127,127.0,0.2878394734450998,other player no skull
128,128.0,0.29887178393126146,attempt loss
129,129.0,0.29094231076933263,other player no skull
130,130.0,0.05308326852305345,0.0
131,131.0,0.19418511659334914,other player no skull
132,132.0,0.08593700429559625,other player skull
133,133.0,0.14932515363294063,other player no skull
134,134.0,0.03222637661084793,other player skull
135,135.0,0.09864076334499383,0.0
136,136.0,0.5425241983974656,attempt loss
137,137.0,0.47318940080727123,0.0
138,138.0,1.2501517423911395,other player skull
139,139.0,50.27126209919873,attempt won
140,140.0,19.423228788576914,attempt loss
141,141.0,20.548095886272428,attempt loss
142,142.0,0.0,other player skull
143,143.0,0.0,other player skull
144,144.0,0.43926809585317494,other player skull
145,145.0,0.4392680958531736,other player skull
146,146.0,0.21692251647070293,other player skull
147,147.0,6.154151968014121,other player no skull
148,148.0,7.196971959129153,attempt loss
149,149.0,2.3991483635050743,other player no skull
150,150.0,0.882117770071694,0.0
151,151.0,0.6179768071515623,other player skull
152,152.0,1.7243878862692723,other player no skull
153,153.0,48.463282145322594,attempt won
154,154.0,22.544410194356892,attempt loss
155,155.0,11.699394213046581,other player no skull
156,156.0,35.71744072777383,attempt won
157,157.0,0.09243552672395139,other player skull
158,158.0,14.018046514727246,other player skull
159,159.0,0.06272645379380482,other player skull
160,160.0,28.636768007431286,attempt loss
161,161.0,9.563765762378011,other player no skull
162,162.0,9.536501122526637,attempt loss
163,163.0,0.5960313201579144,0.0
164,164.0,3.9349070981543584,other player no skull
165,165.0,0.2845848372488353,0.0
166,166.0,0.4299425120567726,0.0
167,167.0,3.4560763469179006,attempt loss
168,168.0,2.22803817345895,other player no skull
169,169.0,0.6140190867294752,attempt loss
170,170.0,0.06995303148004095,other player skull
171,171.0,0.2062756642014918,other player skull
172,172.0,0.5476928681426649,other player no skull
173,173.0,0.3936542489775404,other player no skull
174,174.0,0.1233964130997609,other player skull
175,175.0,0.032732803039073,0.0
176,176.0,0.18003041671490155,attempt loss
177,177.0,0.966117228150523,0.0
178,178.0,1.3049449466452927,other player skull
179,179.0,0.09001520835745078,attempt loss
180,180.0,0.23242200660698353,other player skull
181,181.0,0.9767577993393006,0.0
182,182.0,1.2091798059462846,other player skull
183,183.0,0.12256629254665197,other player skull
184,184.0,25.01125190104468,attempt won
185,185.0,0.3217365179349607,other player skull
186,186.0,0.44430281048161024,other player skull
187,187.0,0.6242466013344397,0.0
188,188.0,0.33579144275401296,other player skull
189,189.0,0.010354812162971072,other player skull
190,190.0,3.365154586585902,other player no skull
191,191.0,0.0022651151606503106,other player skull
192,192.0,0.07599169891559998,other player skull
