,player type,player,result
1400,"smart 2: 2, 0.6",2,win challange
1401,approx q learning,0,self lose challange
1402,"smart 2: 0, 0.4",1,self lose challange
1403,approx q learning,0,self lose challange
1404,approx q learning,0,turned flower
1405,approx q learning,0,lose challange
1406,"smart 2: 0, 0.6",3,self lose challange
1407,"smart 2: 2, 0.6",2,turned flower
1408,"smart 2: 2, 0.6",2,lose challange
1409,approx q learning,0,self lose game
1410,"smart 2: 0, 0.6",3,turned flower
1411,"smart 2: 0, 0.6",3,lose challange
1412,"smart 2: 0, 0.4",1,self lose challange
1413,"smart 2: 0, 0.4",1,turned flower
1414,"smart 2: 0, 0.4",1,self lose challange
1415,"smart 2: 0, 0.6",3,turned flower
1416,"smart 2: 0, 0.6",3,turned flower
1417,"smart 2: 0, 0.6",3,win challange
1418,"smart 2: 0, 0.4",1,turned flower
1419,"smart 2: 0, 0.4",1,turned flower
1420,"smart 2: 0, 0.4",1,turned flower
1421,"smart 2: 0, 0.4",1,win challange
1422,"smart 2: 0, 0.6",3,turned flower
1423,"smart 2: 0, 0.6",3,turned flower
1424,"smart 2: 0, 0.6",3,win challange
1425,"smart 2: 2, 0.6",2,self lose challange
1426,"smart 2: 0, 0.4",1,turned flower
1427,"smart 2: 0, 0.4",1,lose challange
1428,"smart 2: 2, 0.6",2,turned flower
1429,"smart 2: 2, 0.6",2,turned flower
1430,"smart 2: 2, 0.6",2,lose challange
1431,"smart 2: 0, 0.4",1,turned flower
1432,"smart 2: 0, 0.4",1,lose challange
1433,approx q learning,0,self lose challange
1434,"smart 2: 0, 0.4",1,turned flower
1435,"smart 2: 0, 0.4",1,turned flower
1436,"smart 2: 0, 0.4",1,turned flower
1437,"smart 2: 0, 0.4",1,turned flower
1438,"smart 2: 0, 0.4",1,lose challange
1439,approx q learning,0,self lose challange
1440,approx q learning,0,turned flower
1441,approx q learning,0,self lose challange
1442,"smart 2: 0, 0.4",1,turned flower
1443,"smart 2: 0, 0.4",1,turned flower
1444,"smart 2: 0, 0.4",1,turned flower
1445,"smart 2: 0, 0.4",1,lose game
1446,approx q learning,0,turned flower
1447,approx q learning,0,turned flower
1448,approx q learning,0,turned flower
1449,approx q learning,0,lose game
1450,"smart 2: 0, 0.6",3,self lose challange
1451,"smart 2: 2, 0.6",2,turned flower
1452,"smart 2: 2, 0.6",2,lose challange
1453,"smart 2: 0, 0.6",3,turned flower
1454,"smart 2: 0, 0.6",3,win challange
1455,"smart 2: 0, 0.6",3,self lose challange
1456,"smart 2: 0, 0.6",3,self lose challange
1457,"smart 2: 0, 0.6",3,win challange
1458,approx q learning,0,self lose challange
1459,approx q learning,0,self lose challange
1460,"smart 2: 0, 0.4",1,turned flower
1461,"smart 2: 0, 0.4",1,turned flower
1462,"smart 2: 0, 0.4",1,turned flower
1463,"smart 2: 0, 0.4",1,lose challange
1464,approx q learning,0,turned flower
1465,approx q learning,0,lose challange
1466,approx q learning,0,self lose game
1467,"smart 2: 0, 0.4",1,turned flower
1468,"smart 2: 0, 0.4",1,self lose challange
1469,"smart 2: 2, 0.6",2,turned flower
1470,"smart 2: 2, 0.6",2,lose challange
1471,"smart 2: 0, 0.4",1,turned flower
1472,"smart 2: 0, 0.4",1,turned flower
1473,"smart 2: 0, 0.4",1,lose challange
1474,"smart 2: 0, 0.4",1,self lose game
1475,"smart 2: 0, 0.6",3,self lose challange
1476,"smart 2: 0, 0.6",3,self lose challange
1477,"smart 2: 2, 0.6",2,turned flower
1478,"smart 2: 2, 0.6",2,win challange
1479,"smart 2: 0, 0.6",3,turned flower
1480,"smart 2: 0, 0.6",3,turned flower
1481,"smart 2: 0, 0.6",3,win challange
1482,"smart 2: 0, 0.6",3,self lose challange
1483,"smart 2: 2, 0.6",2,turned flower
1484,"smart 2: 2, 0.6",2,win challange
1485,approx q learning,0,self lose challange
1486,approx q learning,0,self lose challange
1487,"smart 2: 2, 0.6",2,self lose challange
1488,"smart 2: 0, 0.4",1,self lose challange
1489,"smart 2: 0, 0.6",3,self lose challange
1490,approx q learning,0,turned flower
1491,approx q learning,0,lose challange
1492,approx q learning,0,turned flower
1493,approx q learning,0,lose game
1494,"smart 2: 0, 0.4",1,self lose challange
1495,"smart 2: 0, 0.4",1,turned flower
1496,"smart 2: 0, 0.4",1,self lose challange
1497,"smart 2: 2, 0.6",2,self lose challange
1498,"smart 2: 0, 0.6",3,self lose challange
1499,"smart 2: 0, 0.4",1,turned flower
1500,"smart 2: 0, 0.4",1,turned flower
1501,"smart 2: 0, 0.4",1,win challange
1502,"smart 2: 0, 0.6",3,self lose challange
1503,"smart 2: 2, 0.6",2,turned flower
1504,"smart 2: 2, 0.6",2,turned flower
1505,"smart 2: 2, 0.6",2,win challange
1506,"smart 2: 0, 0.4",1,turned flower
1507,"smart 2: 0, 0.4",1,turned flower
1508,"smart 2: 0, 0.4",1,win challange
1509,"smart 2: 0, 0.4",1,self lose challange
1510,"smart 2: 0, 0.4",1,turned flower
1511,"smart 2: 0, 0.4",1,lose challange
1512,approx q learning,0,self lose challange
1513,"smart 2: 0, 0.4",1,turned flower
1514,"smart 2: 0, 0.4",1,turned flower
1515,"smart 2: 0, 0.4",1,turned flower
1516,"smart 2: 0, 0.4",1,win challange
1517,approx q learning,0,self lose challange
1518,approx q learning,0,turned flower
1519,approx q learning,0,turned flower
1520,approx q learning,0,turned flower
1521,approx q learning,0,lose challange
1522,approx q learning,0,self lose game
1523,"smart 2: 0, 0.4",1,turned flower
1524,"smart 2: 0, 0.4",1,self lose challange
1525,"smart 2: 0, 0.6",3,turned flower
1526,"smart 2: 0, 0.6",3,turned flower
1527,"smart 2: 0, 0.6",3,win challange
1528,"smart 2: 0, 0.4",1,turned flower
1529,"smart 2: 0, 0.4",1,turned flower
1530,"smart 2: 0, 0.4",1,win challange
1531,approx q learning,0,turned flower
1532,approx q learning,0,self lose challange
1533,"smart 2: 0, 0.6",3,self lose challange
1534,"smart 2: 0, 0.4",1,self lose challange
1535,approx q learning,0,self lose challange
1536,approx q learning,0,turned flower
1537,approx q learning,0,lose challange
1538,"smart 2: 0, 0.6",3,turned flower
1539,"smart 2: 0, 0.6",3,lose challange
1540,approx q learning,0,turned flower
1541,approx q learning,0,lose game
1542,"smart 2: 0, 0.6",3,turned flower
1543,"smart 2: 0, 0.6",3,lose challange
1544,"smart 2: 2, 0.6",2,self lose challange
1545,"smart 2: 0, 0.6",3,turned flower
1546,"smart 2: 0, 0.6",3,turned flower
1547,"smart 2: 0, 0.6",3,win challange
1548,"smart 2: 2, 0.6",2,turned flower
1549,"smart 2: 2, 0.6",2,turned flower
1550,"smart 2: 2, 0.6",2,win challange
1551,"smart 2: 2, 0.6",2,turned flower
1552,"smart 2: 2, 0.6",2,turned flower
1553,"smart 2: 2, 0.6",2,lose challange
1554,"smart 2: 0, 0.4",1,self lose challange
1555,"smart 2: 2, 0.6",2,turned flower
1556,"smart 2: 2, 0.6",2,lose challange
1557,"smart 2: 2, 0.6",2,turned flower
1558,"smart 2: 2, 0.6",2,turned flower
1559,"smart 2: 2, 0.6",2,lose game
1560,"smart 2: 0, 0.6",3,win challange
1561,"smart 2: 0, 0.4",1,self lose challange
1562,approx q learning,0,self lose challange
1563,"smart 2: 0, 0.4",1,self lose challange
1564,"smart 2: 0, 0.4",1,turned flower
1565,"smart 2: 0, 0.4",1,turned flower
1566,"smart 2: 0, 0.4",1,turned flower
1567,"smart 2: 0, 0.4",1,lose challange
1568,"smart 2: 0, 0.4",1,self lose game
1569,approx q learning,0,self lose challange
1570,"smart 2: 0, 0.6",3,turned flower
1571,"smart 2: 0, 0.6",3,lose challange
1572,approx q learning,0,turned flower
1573,approx q learning,0,win challange
1574,"smart 2: 0, 0.6",3,self lose challange
1575,approx q learning,0,turned flower
1576,approx q learning,0,win challange
1577,approx q learning,0,self lose challange
1578,"smart 2: 0, 0.4",1,turned flower
1579,"smart 2: 0, 0.4",1,lose challange
1580,approx q learning,0,turned flower
1581,approx q learning,0,turned flower
1582,approx q learning,0,lose challange
1583,"smart 2: 0, 0.4",1,self lose challange
1584,approx q learning,0,turned flower
1585,approx q learning,0,lose challange
1586,"smart 2: 0, 0.4",1,self lose challange
1587,approx q learning,0,self lose game
1588,"smart 2: 0, 0.4",1,turned flower
1589,"smart 2: 0, 0.4",1,lose game
1590,"smart 2: 0, 0.6",3,turned flower
1591,"smart 2: 0, 0.6",3,lose challange
1592,"smart 2: 0, 0.6",3,turned flower
1593,"smart 2: 0, 0.6",3,turned flower
1594,"smart 2: 0, 0.6",3,win challange
1595,"smart 2: 2, 0.6",2,self lose challange
1596,"smart 2: 0, 0.6",3,turned flower
1597,"smart 2: 0, 0.6",3,self lose challange
1598,"smart 2: 2, 0.6",2,turned flower
1599,"smart 2: 2, 0.6",2,self lose challange
1600,"smart 2: 2, 0.6",2,win challange
1601,"smart 2: 2, 0.6",2,win challange
1602,"smart 2: 0, 0.6",3,self lose challange
1603,"smart 2: 0, 0.4",1,turned flower
1604,"smart 2: 0, 0.4",1,lose challange
1605,"smart 2: 2, 0.6",2,self lose challange
1606,"smart 2: 0, 0.4",1,turned flower
1607,"smart 2: 0, 0.4",1,lose challange
1608,"smart 2: 0, 0.4",1,turned flower
1609,"smart 2: 0, 0.4",1,lose challange
1610,"smart 2: 0, 0.4",1,self lose game
1611,"smart 2: 2, 0.6",2,turned flower
1612,"smart 2: 2, 0.6",2,turned flower
1613,"smart 2: 2, 0.6",2,turned flower
1614,"smart 2: 2, 0.6",2,turned flower
1615,"smart 2: 2, 0.6",2,lose challange
1616,approx q learning,0,turned flower
1617,approx q learning,0,turned flower
1618,approx q learning,0,lose challange
1619,approx q learning,0,turned flower
1620,approx q learning,0,turned flower
1621,approx q learning,0,win challange
1622,"smart 2: 0, 0.6",3,self lose challange
1623,approx q learning,0,turned flower
1624,approx q learning,0,self lose challange
1625,"smart 2: 0, 0.6",3,self lose challange
1626,"smart 2: 2, 0.6",2,turned flower
1627,"smart 2: 2, 0.6",2,turned flower
1628,"smart 2: 2, 0.6",2,win challange
1629,approx q learning,0,self lose challange
1630,approx q learning,0,turned flower
1631,approx q learning,0,turned flower
1632,approx q learning,0,win challange
1633,"smart 2: 0, 0.6",3,turned flower
1634,"smart 2: 0, 0.6",3,self lose challange
1635,"smart 2: 0, 0.6",3,self lose challange
1636,"smart 2: 2, 0.6",2,turned flower
1637,"smart 2: 2, 0.6",2,turned flower
1638,"smart 2: 2, 0.6",2,turned flower
1639,"smart 2: 2, 0.6",2,win challange
1640,"smart 2: 0, 0.4",1,self lose challange
1641,"smart 2: 0, 0.4",1,self lose challange
1642,approx q learning,0,self lose challange
1643,"smart 2: 0, 0.4",1,self lose challange
1644,"smart 2: 0, 0.4",1,turned flower
1645,"smart 2: 0, 0.4",1,turned flower
1646,"smart 2: 0, 0.4",1,lose game
1647,"smart 2: 0, 0.6",3,turned flower
1648,"smart 2: 0, 0.6",3,turned flower
1649,"smart 2: 0, 0.6",3,turned flower
1650,"smart 2: 0, 0.6",3,win challange
1651,"smart 2: 2, 0.6",2,turned flower
1652,"smart 2: 2, 0.6",2,turned flower
1653,"smart 2: 2, 0.6",2,win challange
1654,"smart 2: 0, 0.4",1,self lose challange
1655,approx q learning,0,turned flower
1656,approx q learning,0,turned flower
1657,approx q learning,0,lose challange
1658,approx q learning,0,turned flower
1659,approx q learning,0,lose challange
1660,approx q learning,0,turned flower
1661,approx q learning,0,lose challange
1662,"smart 2: 0, 0.6",3,self lose challange
1663,"smart 2: 2, 0.6",2,turned flower
1664,"smart 2: 2, 0.6",2,lose challange
1665,"smart 2: 0, 0.4",1,self lose challange
1666,"smart 2: 2, 0.6",2,self lose challange
1667,"smart 2: 2, 0.6",2,turned flower
1668,"smart 2: 2, 0.6",2,lose challange
1669,"smart 2: 0, 0.6",3,turned flower
1670,"smart 2: 0, 0.6",3,lose challange
1671,"smart 2: 2, 0.6",2,self lose game
1672,"smart 2: 0, 0.4",1,self lose challange
1673,approx q learning,0,self lose game
1674,"smart 2: 0, 0.4",1,win challange
1675,"smart 2: 0, 0.4",1,win challange
1676,approx q learning,0,self lose challange
1677,"smart 2: 0, 0.4",1,self lose challange
1678,"smart 2: 0, 0.4",1,self lose challange
1679,approx q learning,0,turned flower
1680,approx q learning,0,turned flower
1681,approx q learning,0,turned flower
1682,approx q learning,0,lose challange
1683,"smart 2: 0, 0.4",1,turned flower
1684,"smart 2: 0, 0.4",1,lose challange
1685,"smart 2: 0, 0.4",1,turned flower
1686,"smart 2: 0, 0.4",1,lose game
1687,approx q learning,0,turned flower
1688,approx q learning,0,self lose challange
1689,"smart 2: 0, 0.6",3,self lose challange
1690,approx q learning,0,turned flower
1691,approx q learning,0,turned flower
1692,approx q learning,0,lose game
1693,"smart 2: 2, 0.6",2,self lose challange
1694,"smart 2: 2, 0.6",2,win challange
1695,"smart 2: 0, 0.6",3,self lose challange
1696,"smart 2: 2, 0.6",2,turned flower
1697,"smart 2: 2, 0.6",2,win challange
1698,"smart 2: 0, 0.6",3,self lose challange
1699,"smart 2: 0, 0.4",1,self lose challange
1700,approx q learning,0,turned flower
1701,approx q learning,0,self lose challange
1702,approx q learning,0,turned flower
1703,approx q learning,0,self lose challange
1704,"smart 2: 0, 0.4",1,self lose challange
1705,approx q learning,0,turned flower
1706,approx q learning,0,turned flower
1707,approx q learning,0,lose challange
1708,approx q learning,0,turned flower
1709,approx q learning,0,lose game
1710,"smart 2: 0, 0.4",1,turned flower
1711,"smart 2: 0, 0.4",1,turned flower
1712,"smart 2: 0, 0.4",1,win challange
1713,"smart 2: 2, 0.6",2,turned flower
1714,"smart 2: 2, 0.6",2,lose challange
1715,"smart 2: 0, 0.6",3,turned flower
1716,"smart 2: 0, 0.6",3,self lose challange
1717,"smart 2: 2, 0.6",2,turned flower
1718,"smart 2: 2, 0.6",2,lose challange
1719,"smart 2: 2, 0.6",2,turned flower
1720,"smart 2: 2, 0.6",2,lose challange
1721,"smart 2: 0, 0.6",3,turned flower
1722,"smart 2: 0, 0.6",3,lose challange
1723,"smart 2: 2, 0.6",2,self lose game
1724,"smart 2: 0, 0.6",3,self lose game
1725,approx q learning,0,self lose challange
1726,approx q learning,0,turned flower
1727,approx q learning,0,turned flower
1728,approx q learning,0,turned flower
1729,approx q learning,0,lose challange
1730,"smart 2: 0, 0.4",1,self lose challange
1731,approx q learning,0,turned flower
1732,approx q learning,0,lose challange
1733,approx q learning,0,turned flower
1734,approx q learning,0,lose game
1735,"smart 2: 2, 0.6",2,turned flower
1736,"smart 2: 2, 0.6",2,self lose challange
1737,"smart 2: 0, 0.6",3,turned flower
1738,"smart 2: 0, 0.6",3,self lose challange
1739,"smart 2: 0, 0.4",1,self lose challange
1740,"smart 2: 0, 0.4",1,self lose challange
1741,"smart 2: 0, 0.6",3,self lose challange
1742,"smart 2: 0, 0.4",1,turned flower
1743,"smart 2: 0, 0.4",1,lose game
1744,"smart 2: 2, 0.6",2,turned flower
1745,"smart 2: 2, 0.6",2,win challange
1746,"smart 2: 0, 0.6",3,self lose challange
1747,"smart 2: 2, 0.6",2,self lose challange
1748,"smart 2: 2, 0.6",2,win challange
1749,"smart 2: 0, 0.4",1,turned flower
1750,"smart 2: 0, 0.4",1,lose challange
1751,approx q learning,0,self lose challange
1752,approx q learning,0,self lose challange
1753,approx q learning,0,self lose challange
1754,approx q learning,0,turned flower
1755,approx q learning,0,lose game
1756,"smart 2: 2, 0.6",2,turned flower
1757,"smart 2: 2, 0.6",2,self lose challange
1758,"smart 2: 0, 0.6",3,turned flower
1759,"smart 2: 0, 0.6",3,lose challange
1760,"smart 2: 0, 0.6",3,turned flower
1761,"smart 2: 0, 0.6",3,self lose challange
1762,"smart 2: 0, 0.4",1,self lose challange
1763,"smart 2: 2, 0.6",2,self lose challange
1764,"smart 2: 0, 0.6",3,self lose challange
1765,"smart 2: 0, 0.6",3,turned flower
1766,"smart 2: 0, 0.6",3,turned flower
1767,"smart 2: 0, 0.6",3,win challange
1768,"smart 2: 2, 0.6",2,turned flower
1769,"smart 2: 2, 0.6",2,turned flower
1770,"smart 2: 2, 0.6",2,win challange
1771,"smart 2: 2, 0.6",2,turned flower
1772,"smart 2: 2, 0.6",2,turned flower
1773,"smart 2: 2, 0.6",2,lose challange
1774,"smart 2: 0, 0.4",1,self lose challange
1775,"smart 2: 0, 0.6",3,turned flower
1776,"smart 2: 0, 0.6",3,turned flower
1777,"smart 2: 0, 0.6",3,win challange
1778,"smart 2: 0, 0.4",1,self lose challange
1779,approx q learning,0,turned flower
1780,approx q learning,0,turned flower
1781,approx q learning,0,win challange
1782,approx q learning,0,self lose challange
1783,approx q learning,0,turned flower
1784,approx q learning,0,turned flower
1785,approx q learning,0,win challange
1786,"smart 2: 0, 0.4",1,self lose challange
1787,"smart 2: 0, 0.4",1,self lose challange
1788,approx q learning,0,self lose challange
1789,approx q learning,0,self lose challange
1790,"smart 2: 0, 0.6",3,self lose challange
1791,approx q learning,0,turned flower
1792,approx q learning,0,self lose challange
1793,approx q learning,0,turned flower
1794,approx q learning,0,lose game
1795,"smart 2: 0, 0.6",3,turned flower
1796,"smart 2: 0, 0.6",3,lose challange
1797,"smart 2: 2, 0.6",2,turned flower
1798,"smart 2: 2, 0.6",2,win challange
1799,"smart 2: 0, 0.6",3,turned flower
1800,"smart 2: 0, 0.6",3,win challange
1801,"smart 2: 2, 0.6",2,turned flower
1802,"smart 2: 2, 0.6",2,turned flower
1803,"smart 2: 2, 0.6",2,win challange
1804,"smart 2: 0, 0.4",1,self lose challange
1805,approx q learning,0,turned flower
1806,approx q learning,0,lose challange
1807,"smart 2: 0, 0.4",1,self lose challange
1808,"smart 2: 0, 0.4",1,self lose challange
1809,approx q learning,0,self lose challange
1810,approx q learning,0,self lose challange
1811,"smart 2: 0, 0.4",1,turned flower
1812,"smart 2: 0, 0.4",1,lose game
1813,approx q learning,0,turned flower
1814,approx q learning,0,turned flower
1815,approx q learning,0,turned flower
1816,approx q learning,0,win challange
1817,approx q learning,0,turned flower
1818,approx q learning,0,lose game
1819,"smart 2: 0, 0.6",3,turned flower
1820,"smart 2: 0, 0.6",3,self lose challange
1821,"smart 2: 0, 0.6",3,win challange
1822,"smart 2: 2, 0.6",2,turned flower
1823,"smart 2: 2, 0.6",2,lose challange
1824,"smart 2: 2, 0.6",2,self lose challange
1825,"smart 2: 2, 0.6",2,turned flower
1826,"smart 2: 2, 0.6",2,self lose challange
1827,"smart 2: 0, 0.6",3,self lose challange
1828,"smart 2: 2, 0.6",2,turned flower
1829,"smart 2: 2, 0.6",2,lose game
1830,approx q learning,0,turned flower
1831,approx q learning,0,self lose challange
1832,"smart 2: 0, 0.4",1,turned flower
1833,"smart 2: 0, 0.4",1,self lose challange
1834,"smart 2: 0, 0.4",1,self lose challange
1835,"smart 2: 2, 0.6",2,turned flower
1836,"smart 2: 2, 0.6",2,lose challange
1837,approx q learning,0,turned flower
1838,approx q learning,0,lose challange
1839,approx q learning,0,turned flower
1840,approx q learning,0,lose challange
1841,"smart 2: 0, 0.6",3,self lose challange
1842,"smart 2: 0, 0.4",1,self lose challange
1843,approx q learning,0,self lose game
1844,"smart 2: 0, 0.6",3,self lose challange
1845,"smart 2: 2, 0.6",2,turned flower
1846,"smart 2: 2, 0.6",2,turned flower
1847,"smart 2: 2, 0.6",2,turned flower
1848,"smart 2: 2, 0.6",2,lose challange
1849,"smart 2: 0, 0.6",3,turned flower
1850,"smart 2: 0, 0.6",3,win challange
1851,"smart 2: 2, 0.6",2,self lose challange
1852,"smart 2: 0, 0.4",1,turned flower
1853,"smart 2: 0, 0.4",1,turned flower
1854,"smart 2: 0, 0.4",1,lose game
1855,"smart 2: 2, 0.6",2,win challange
1856,"smart 2: 0, 0.6",3,self lose challange
1857,"smart 2: 2, 0.6",2,turned flower
1858,"smart 2: 2, 0.6",2,win challange
1859,"smart 2: 0, 0.4",1,turned flower
1860,"smart 2: 0, 0.4",1,turned flower
1861,"smart 2: 0, 0.4",1,lose challange
1862,approx q learning,0,turned flower
1863,approx q learning,0,turned flower
1864,approx q learning,0,turned flower
1865,approx q learning,0,lose challange
1866,approx q learning,0,turned flower
1867,approx q learning,0,turned flower
1868,approx q learning,0,turned flower
1869,approx q learning,0,turned flower
1870,approx q learning,0,win challange
1871,approx q learning,0,turned flower
1872,approx q learning,0,lose challange
1873,approx q learning,0,turned flower
1874,approx q learning,0,turned flower
1875,approx q learning,0,lose challange
1876,approx q learning,0,turned flower
1877,approx q learning,0,turned flower
1878,approx q learning,0,turned flower
1879,approx q learning,0,win challange
1880,approx q learning,0,self lose challange
1881,"smart 2: 0, 0.4",1,turned flower
1882,"smart 2: 0, 0.4",1,turned flower
1883,"smart 2: 0, 0.4",1,turned flower
1884,"smart 2: 0, 0.4",1,lose challange
1885,"smart 2: 0, 0.6",3,self lose challange
1886,approx q learning,0,self lose challange
1887,"smart 2: 0, 0.4",1,self lose challange
1888,approx q learning,0,turned flower
1889,approx q learning,0,turned flower
1890,approx q learning,0,turned flower
1891,approx q learning,0,win challange
1892,approx q learning,0,self lose challange
1893,approx q learning,0,turned flower
1894,approx q learning,0,turned flower
1895,approx q learning,0,turned flower
1896,approx q learning,0,lose game
1897,"smart 2: 2, 0.6",2,turned flower
1898,"smart 2: 2, 0.6",2,lose challange
1899,"smart 2: 0, 0.4",1,self lose challange
1900,"smart 2: 0, 0.6",3,self lose challange
1901,"smart 2: 0, 0.4",1,turned flower
1902,"smart 2: 0, 0.4",1,lose game
1903,"smart 2: 2, 0.6",2,self lose challange
1904,"smart 2: 2, 0.6",2,win challange
1905,"smart 2: 2, 0.6",2,win challange
1906,"smart 2: 0, 0.4",1,self lose challange
1907,"smart 2: 2, 0.6",2,turned flower
1908,"smart 2: 2, 0.6",2,turned flower
1909,"smart 2: 2, 0.6",2,turned flower
1910,"smart 2: 2, 0.6",2,lose challange
1911,approx q learning,0,self lose challange
1912,"smart 2: 0, 0.4",1,self lose challange
1913,"smart 2: 0, 0.4",1,turned flower
1914,"smart 2: 0, 0.4",1,lose challange
1915,"smart 2: 0, 0.4",1,self lose game
1916,approx q learning,0,turned flower
1917,approx q learning,0,lose challange
1918,"smart 2: 2, 0.6",2,turned flower
1919,"smart 2: 2, 0.6",2,turned flower
1920,"smart 2: 2, 0.6",2,lose challange
1921,approx q learning,0,turned flower
1922,approx q learning,0,turned flower
1923,approx q learning,0,turned flower
1924,approx q learning,0,lose challange
1925,approx q learning,0,self lose game
1926,"smart 2: 2, 0.6",2,win challange
1927,"smart 2: 2, 0.6",2,win challange
1928,approx q learning,0,turned flower
1929,approx q learning,0,turned flower
1930,approx q learning,0,turned flower
1931,approx q learning,0,lose challange
1932,"smart 2: 0, 0.6",3,self lose challange
1933,approx q learning,0,self lose challange
1934,"smart 2: 0, 0.4",1,turned flower
1935,"smart 2: 0, 0.4",1,self lose challange
1936,"smart 2: 0, 0.4",1,self lose challange
1937,"smart 2: 0, 0.4",1,turned flower
1938,"smart 2: 0, 0.4",1,lose challange
1939,"smart 2: 0, 0.4",1,self lose game
1940,approx q learning,0,turned flower
1941,approx q learning,0,self lose challange
1942,approx q learning,0,turned flower
1943,approx q learning,0,turned flower
1944,approx q learning,0,lose game
1945,"smart 2: 0, 0.6",3,self lose challange
1946,"smart 2: 2, 0.6",2,turned flower
1947,"smart 2: 2, 0.6",2,turned flower
1948,"smart 2: 2, 0.6",2,lose challange
1949,"smart 2: 0, 0.6",3,self lose challange
1950,"smart 2: 0, 0.6",3,win challange
1951,"smart 2: 0, 0.6",3,win challange
1952,"smart 2: 0, 0.6",3,turned flower
1953,"smart 2: 0, 0.6",3,lose challange
1954,"smart 2: 0, 0.4",1,self lose challange
1955,"smart 2: 0, 0.6",3,turned flower
1956,"smart 2: 0, 0.6",3,turned flower
1957,"smart 2: 0, 0.6",3,turned flower
1958,"smart 2: 0, 0.6",3,turned flower
1959,"smart 2: 0, 0.6",3,turned flower
1960,"smart 2: 0, 0.6",3,lose challange
1961,approx q learning,0,self lose challange
1962,"smart 2: 0, 0.4",1,self lose challange
1963,"smart 2: 2, 0.6",2,self lose challange
1964,"smart 2: 2, 0.6",2,turned flower
1965,"smart 2: 2, 0.6",2,turned flower
1966,"smart 2: 2, 0.6",2,turned flower
1967,"smart 2: 2, 0.6",2,win challange
1968,"smart 2: 0, 0.4",1,self lose challange
1969,"smart 2: 2, 0.6",2,turned flower
1970,"smart 2: 2, 0.6",2,turned flower
1971,"smart 2: 2, 0.6",2,turned flower
1972,"smart 2: 2, 0.6",2,win challange
1973,"smart 2: 0, 0.6",3,self lose challange
1974,"smart 2: 0, 0.6",3,self lose challange
1975,approx q learning,0,turned flower
1976,approx q learning,0,lose challange
1977,approx q learning,0,turned flower
1978,approx q learning,0,turned flower
1979,approx q learning,0,turned flower
1980,approx q learning,0,turned flower
1981,approx q learning,0,turned flower
1982,approx q learning,0,lose challange
1983,"smart 2: 0, 0.4",1,self lose challange
1984,approx q learning,0,turned flower
1985,approx q learning,0,lose challange
1986,approx q learning,0,turned flower
1987,approx q learning,0,lose game
1988,"smart 2: 2, 0.6",2,turned flower
1989,"smart 2: 2, 0.6",2,turned flower
1990,"smart 2: 2, 0.6",2,turned flower
1991,"smart 2: 2, 0.6",2,win challange
1992,"smart 2: 0, 0.4",1,turned flower
1993,"smart 2: 0, 0.4",1,lose challange
1994,"smart 2: 0, 0.4",1,turned flower
1995,"smart 2: 0, 0.4",1,self lose challange
1996,"smart 2: 2, 0.6",2,self lose challange
1997,"smart 2: 0, 0.4",1,turned flower
1998,"smart 2: 0, 0.4",1,lose game
1999,"smart 2: 2, 0.6",2,self lose challange
2000,"smart 2: 2, 0.6",2,win challange
2001,"smart 2: 0, 0.4",1,turned flower
2002,"smart 2: 0, 0.4",1,self lose challange
2003,approx q learning,0,self lose challange
2004,"smart 2: 0, 0.4",1,self lose challange
2005,"smart 2: 0, 0.4",1,self lose challange
2006,approx q learning,0,turned flower
2007,approx q learning,0,turned flower
2008,approx q learning,0,lose challange
2009,"smart 2: 0, 0.6",3,self lose challange
2010,approx q learning,0,self lose challange
2011,approx q learning,0,turned flower
2012,approx q learning,0,turned flower
2013,approx q learning,0,turned flower
2014,approx q learning,0,win challange
2015,approx q learning,0,turned flower
2016,approx q learning,0,turned flower
2017,approx q learning,0,lose game
2018,"smart 2: 0, 0.4",1,turned flower
2019,"smart 2: 0, 0.4",1,turned flower
2020,"smart 2: 0, 0.4",1,win challange
2021,"smart 2: 0, 0.4",1,turned flower
2022,"smart 2: 0, 0.4",1,lose game
2023,"smart 2: 2, 0.6",2,turned flower
2024,"smart 2: 2, 0.6",2,self lose challange
2025,"smart 2: 0, 0.6",3,self lose challange
2026,"smart 2: 2, 0.6",2,turned flower
2027,"smart 2: 2, 0.6",2,win challange
2028,"smart 2: 0, 0.6",3,self lose challange
2029,"smart 2: 2, 0.6",2,self lose challange
2030,"smart 2: 0, 0.6",3,turned flower
2031,"smart 2: 0, 0.6",3,win challange
2032,"smart 2: 0, 0.6",3,win challange
2033,approx q learning,0,self lose challange
2034,"smart 2: 2, 0.6",2,self lose challange
2035,"smart 2: 0, 0.6",3,self lose challange
2036,"smart 2: 2, 0.6",2,turned flower
2037,"smart 2: 2, 0.6",2,lose challange
2038,"smart 2: 0, 0.4",1,self lose challange
2039,"smart 2: 2, 0.6",2,self lose challange
2040,"smart 2: 0, 0.4",1,self lose challange
2041,approx q learning,0,turned flower
2042,approx q learning,0,turned flower
2043,approx q learning,0,lose challange
2044,approx q learning,0,turned flower
2045,approx q learning,0,lose challange
2046,"smart 2: 0, 0.4",1,self lose challange
2047,approx q learning,0,self lose game
2048,"smart 2: 0, 0.6",3,turned flower
2049,"smart 2: 0, 0.6",3,turned flower
2050,"smart 2: 0, 0.6",3,win challange
