,player type,player,result
57,approx q learning,0,turned flower
58,approx q learning,0,lose game
59,"smart 2: 2, 0.6",2,win challange
60,"smart 2: 2, 0.6",2,self lose challange
61,"smart 2: 2, 0.6",2,win challange
62,approx q learning,0,self lose challange
63,"smart 2: 0, 0.4",1,self lose challange
64,"smart 2: 0, 0.4",1,turned flower
65,"smart 2: 0, 0.4",1,self lose challange
66,"smart 2: 0, 0.4",1,turned flower
67,"smart 2: 0, 0.4",1,lose challange
68,approx q learning,0,self lose challange
69,"smart 2: 0, 0.4",1,self lose game
70,approx q learning,0,self lose challange
71,"smart 2: 0, 0.6",3,turned flower
72,"smart 2: 0, 0.6",3,turned flower
73,"smart 2: 0, 0.6",3,win challange
74,"smart 2: 0, 0.6",3,self lose challange
75,"smart 2: 2, 0.6",2,turned flower
76,"smart 2: 2, 0.6",2,turned flower
77,"smart 2: 2, 0.6",2,turned flower
78,"smart 2: 2, 0.6",2,win challange
79,approx q learning,0,turned flower
80,approx q learning,0,turned flower
81,approx q learning,0,lose game
82,"smart 2: 0, 0.6",3,self lose challange
83,"smart 2: 2, 0.6",2,turned flower
84,"smart 2: 2, 0.6",2,turned flower
85,"smart 2: 2, 0.6",2,lose challange
86,"smart 2: 2, 0.6",2,turned flower
87,"smart 2: 2, 0.6",2,win challange
88,approx q learning,0,self lose challange
89,"smart 2: 0, 0.4",1,self lose challange
90,"smart 2: 2, 0.6",2,self lose challange
91,approx q learning,0,self lose challange
92,"smart 2: 0, 0.4",1,turned flower
93,"smart 2: 0, 0.4",1,turned flower
94,"smart 2: 0, 0.4",1,turned flower
95,"smart 2: 0, 0.4",1,lose challange
96,approx q learning,0,turned flower
97,approx q learning,0,self lose challange
98,approx q learning,0,turned flower
99,approx q learning,0,turned flower
100,approx q learning,0,lose game
101,"smart 2: 0, 0.4",1,turned flower
102,"smart 2: 0, 0.4",1,turned flower
103,"smart 2: 0, 0.4",1,turned flower
104,"smart 2: 0, 0.4",1,win challange
105,"smart 2: 2, 0.6",2,turned flower
106,"smart 2: 2, 0.6",2,lose challange
107,"smart 2: 0, 0.4",1,turned flower
108,"smart 2: 0, 0.4",1,turned flower
109,"smart 2: 0, 0.4",1,lose challange
110,"smart 2: 0, 0.4",1,turned flower
111,"smart 2: 0, 0.4",1,lose game
112,"smart 2: 2, 0.6",2,win challange
113,"smart 2: 2, 0.6",2,win challange
114,"smart 2: 0, 0.4",1,turned flower
115,"smart 2: 0, 0.4",1,turned flower
116,"smart 2: 0, 0.4",1,lose challange
117,approx q learning,0,self lose challange
118,approx q learning,0,turned flower
119,approx q learning,0,turned flower
120,approx q learning,0,turned flower
121,approx q learning,0,turned flower
122,approx q learning,0,win challange
123,"smart 2: 0, 0.4",1,turned flower
124,"smart 2: 0, 0.4",1,turned flower
125,"smart 2: 0, 0.4",1,lose challange
126,"smart 2: 0, 0.4",1,turned flower
127,"smart 2: 0, 0.4",1,lose challange
128,approx q learning,0,turned flower
129,approx q learning,0,turned flower
130,approx q learning,0,turned flower
131,approx q learning,0,lose challange
132,approx q learning,0,turned flower
133,approx q learning,0,turned flower
134,approx q learning,0,turned flower
135,approx q learning,0,lose challange
136,approx q learning,0,turned flower
137,approx q learning,0,turned flower
138,approx q learning,0,lose game
139,"smart 2: 0, 0.6",3,turned flower
140,"smart 2: 0, 0.6",3,lose challange
141,"smart 2: 2, 0.6",2,turned flower
142,"smart 2: 2, 0.6",2,win challange
143,"smart 2: 0, 0.4",1,turned flower
144,"smart 2: 0, 0.4",1,turned flower
145,"smart 2: 0, 0.4",1,win challange
146,"smart 2: 0, 0.4",1,turned flower
147,"smart 2: 0, 0.4",1,lose game
148,"smart 2: 0, 0.6",3,turned flower
149,"smart 2: 0, 0.6",3,win challange
150,"smart 2: 0, 0.6",3,win challange
151,"smart 2: 2, 0.6",2,self lose challange
152,"smart 2: 2, 0.6",2,turned flower
153,"smart 2: 2, 0.6",2,turned flower
154,"smart 2: 2, 0.6",2,lose challange
155,approx q learning,0,turned flower
156,approx q learning,0,self lose challange
157,"smart 2: 0, 0.4",1,self lose challange
158,"smart 2: 2, 0.6",2,self lose challange
159,"smart 2: 0, 0.4",1,turned flower
160,"smart 2: 0, 0.4",1,lose challange
161,"smart 2: 0, 0.4",1,turned flower
162,"smart 2: 0, 0.4",1,lose challange
163,"smart 2: 0, 0.4",1,turned flower
164,"smart 2: 0, 0.4",1,turned flower
165,"smart 2: 0, 0.4",1,lose game
166,approx q learning,0,turned flower
167,approx q learning,0,turned flower
168,approx q learning,0,lose challange
169,"smart 2: 0, 0.6",3,self lose challange
170,approx q learning,0,turned flower
171,approx q learning,0,self lose challange
172,approx q learning,0,turned flower
173,approx q learning,0,turned flower
174,approx q learning,0,win challange
175,approx q learning,0,turned flower
176,approx q learning,0,turned flower
177,approx q learning,0,lose game
178,"smart 2: 0, 0.6",3,self lose challange
179,"smart 2: 2, 0.6",2,turned flower
180,"smart 2: 2, 0.6",2,win challange
181,"smart 2: 2, 0.6",2,win challange
182,"smart 2: 0, 0.4",1,self lose challange
183,"smart 2: 0, 0.4",1,self lose challange
184,"smart 2: 2, 0.6",2,self lose challange
185,"smart 2: 0, 0.4",1,turned flower
186,"smart 2: 0, 0.4",1,turned flower
187,"smart 2: 0, 0.4",1,turned flower
188,"smart 2: 0, 0.4",1,win challange
189,"smart 2: 0, 0.6",3,self lose challange
190,"smart 2: 0, 0.4",1,turned flower
191,"smart 2: 0, 0.4",1,self lose challange
192,"smart 2: 0, 0.4",1,turned flower
193,"smart 2: 0, 0.4",1,lose game
194,approx q learning,0,turned flower
195,approx q learning,0,turned flower
196,approx q learning,0,win challange
197,approx q learning,0,turned flower
198,approx q learning,0,self lose challange
199,"smart 2: 0, 0.6",3,self lose challange
200,approx q learning,0,self lose challange
201,approx q learning,0,turned flower
202,approx q learning,0,self lose challange
203,"smart 2: 0, 0.6",3,self lose challange
204,"smart 2: 2, 0.6",2,self lose challange
205,approx q learning,0,turned flower
206,approx q learning,0,turned flower
207,approx q learning,0,win challange
208,approx q learning,0,self lose challange
209,"smart 2: 0, 0.4",1,self lose challange
210,approx q learning,0,self lose challange
211,approx q learning,0,self lose challange
212,approx q learning,0,turned flower
213,approx q learning,0,lose game
214,"smart 2: 2, 0.6",2,self lose challange
215,"smart 2: 0, 0.4",1,self lose challange
216,"smart 2: 0, 0.4",1,turned flower
217,"smart 2: 0, 0.4",1,lose challange
218,"smart 2: 0, 0.6",3,turned flower
219,"smart 2: 0, 0.6",3,lose challange
220,"smart 2: 0, 0.4",1,self lose game
221,"smart 2: 2, 0.6",2,turned flower
222,"smart 2: 2, 0.6",2,win challange
223,"smart 2: 0, 0.6",3,self lose challange
224,"smart 2: 2, 0.6",2,self lose challange
225,"smart 2: 0, 0.6",3,self lose challange
226,"smart 2: 0, 0.6",3,win challange
227,"smart 2: 2, 0.6",2,self lose challange
228,"smart 2: 2, 0.6",2,win challange
229,"smart 2: 0, 0.6",3,self lose challange
230,"smart 2: 0, 0.6",3,self lose challange
231,approx q learning,0,turned flower
232,approx q learning,0,win challange
233,approx q learning,0,turned flower
234,approx q learning,0,turned flower
235,approx q learning,0,turned flower
236,approx q learning,0,lose challange
237,"smart 2: 0, 0.4",1,self lose challange
238,"smart 2: 2, 0.6",2,self lose challange
239,"smart 2: 0, 0.6",3,self lose challange
240,approx q learning,0,self lose challange
241,approx q learning,0,self lose challange
242,approx q learning,0,turned flower
243,approx q learning,0,lose game
244,"smart 2: 0, 0.4",1,self lose challange
245,"smart 2: 2, 0.6",2,turned flower
246,"smart 2: 2, 0.6",2,lose challange
247,"smart 2: 0, 0.6",3,turned flower
248,"smart 2: 0, 0.6",3,turned flower
249,"smart 2: 0, 0.6",3,turned flower
250,"smart 2: 0, 0.6",3,win challange
251,"smart 2: 0, 0.6",3,turned flower
252,"smart 2: 0, 0.6",3,lose game
253,"smart 2: 0, 0.4",1,self lose challange
254,"smart 2: 0, 0.4",1,win challange
255,"smart 2: 0, 0.4",1,win challange
256,approx q learning,0,self lose challange
257,approx q learning,0,turned flower
258,approx q learning,0,turned flower
259,approx q learning,0,lose challange
260,approx q learning,0,turned flower
261,approx q learning,0,lose challange
262,approx q learning,0,self lose game
263,"smart 2: 2, 0.6",2,self lose challange
264,"smart 2: 0, 0.4",1,self lose challange
265,"smart 2: 2, 0.6",2,turned flower
266,"smart 2: 2, 0.6",2,turned flower
267,"smart 2: 2, 0.6",2,turned flower
268,"smart 2: 2, 0.6",2,win challange
269,"smart 2: 0, 0.6",3,turned flower
270,"smart 2: 0, 0.6",3,self lose challange
271,"smart 2: 2, 0.6",2,turned flower
272,"smart 2: 2, 0.6",2,self lose challange
273,"smart 2: 0, 0.6",3,turned flower
274,"smart 2: 0, 0.6",3,self lose challange
275,"smart 2: 0, 0.6",3,turned flower
276,"smart 2: 0, 0.6",3,turned flower
277,"smart 2: 0, 0.6",3,win challange
278,"smart 2: 2, 0.6",2,turned flower
279,"smart 2: 2, 0.6",2,turned flower
280,"smart 2: 2, 0.6",2,win challange
281,approx q learning,0,self lose challange
282,"smart 2: 0, 0.4",1,turned flower
283,"smart 2: 0, 0.4",1,turned flower
284,"smart 2: 0, 0.4",1,turned flower
285,"smart 2: 0, 0.4",1,turned flower
286,"smart 2: 0, 0.4",1,lose challange
287,approx q learning,0,turned flower
288,approx q learning,0,turned flower
289,approx q learning,0,lose challange
290,"smart 2: 2, 0.6",2,turned flower
291,"smart 2: 2, 0.6",2,self lose challange
292,approx q learning,0,self lose challange
293,approx q learning,0,turned flower
294,approx q learning,0,lose game
295,"smart 2: 2, 0.6",2,self lose challange
296,"smart 2: 0, 0.6",3,self lose challange
297,"smart 2: 2, 0.6",2,turned flower
298,"smart 2: 2, 0.6",2,turned flower
299,"smart 2: 2, 0.6",2,win challange
300,"smart 2: 0, 0.6",3,self lose challange
301,"smart 2: 2, 0.6",2,turned flower
302,"smart 2: 2, 0.6",2,turned flower
303,"smart 2: 2, 0.6",2,lose challange
304,"smart 2: 0, 0.6",3,self lose challange
305,"smart 2: 2, 0.6",2,self lose game
306,"smart 2: 0, 0.4",1,turned flower
307,"smart 2: 0, 0.4",1,win challange
308,"smart 2: 0, 0.4",1,turned flower
309,"smart 2: 0, 0.4",1,self lose challange
310,"smart 2: 0, 0.6",3,turned flower
311,"smart 2: 0, 0.6",3,win challange
312,"smart 2: 0, 0.4",1,self lose challange
313,"smart 2: 0, 0.4",1,win challange
314,approx q learning,0,self lose challange
315,"smart 2: 0, 0.4",1,self lose challange
316,"smart 2: 0, 0.6",3,self lose challange
317,approx q learning,0,turned flower
318,approx q learning,0,self lose challange
319,"smart 2: 0, 0.4",1,turned flower
320,"smart 2: 0, 0.4",1,lose challange
321,approx q learning,0,turned flower
322,approx q learning,0,turned flower
323,approx q learning,0,lose challange
324,approx q learning,0,turned flower
325,approx q learning,0,turned flower
326,approx q learning,0,lose game
327,"smart 2: 0, 0.4",1,turned flower
328,"smart 2: 0, 0.4",1,lose challange
329,"smart 2: 0, 0.6",3,turned flower
330,"smart 2: 0, 0.6",3,turned flower
331,"smart 2: 0, 0.6",3,lose challange
332,"smart 2: 0, 0.4",1,turned flower
333,"smart 2: 0, 0.4",1,turned flower
334,"smart 2: 0, 0.4",1,lose game
335,"smart 2: 2, 0.6",2,turned flower
336,"smart 2: 2, 0.6",2,win challange
337,"smart 2: 0, 0.6",3,turned flower
338,"smart 2: 0, 0.6",3,self lose challange
339,"smart 2: 0, 0.6",3,win challange
340,"smart 2: 2, 0.6",2,self lose challange
341,"smart 2: 0, 0.6",3,turned flower
342,"smart 2: 0, 0.6",3,win challange
343,approx q learning,0,turned flower
344,approx q learning,0,self lose challange
345,approx q learning,0,self lose challange
346,"smart 2: 0, 0.4",1,self lose challange
347,approx q learning,0,self lose challange
348,approx q learning,0,turned flower
349,approx q learning,0,lose game
350,"smart 2: 0, 0.6",3,turned flower
351,"smart 2: 0, 0.6",3,turned flower
352,"smart 2: 0, 0.6",3,lose challange
353,"smart 2: 0, 0.6",3,turned flower
354,"smart 2: 0, 0.6",3,self lose challange
355,"smart 2: 2, 0.6",2,self lose challange
356,"smart 2: 0, 0.4",1,turned flower
357,"smart 2: 0, 0.4",1,turned flower
358,"smart 2: 0, 0.4",1,lose challange
359,"smart 2: 0, 0.4",1,turned flower
360,"smart 2: 0, 0.4",1,turned flower
361,"smart 2: 0, 0.4",1,win challange
362,"smart 2: 0, 0.6",3,self lose challange
363,"smart 2: 0, 0.4",1,self lose challange
364,"smart 2: 0, 0.6",3,turned flower
365,"smart 2: 0, 0.6",3,turned flower
366,"smart 2: 0, 0.6",3,lose game
367,"smart 2: 2, 0.6",2,turned flower
368,"smart 2: 2, 0.6",2,win challange
369,"smart 2: 2, 0.6",2,turned flower
370,"smart 2: 2, 0.6",2,self lose challange
371,"smart 2: 0, 0.4",1,turned flower
372,"smart 2: 0, 0.4",1,turned flower
373,"smart 2: 0, 0.4",1,lose game
374,approx q learning,0,self lose challange
375,approx q learning,0,self lose challange
376,"smart 2: 0, 0.6",3,self lose challange
377,approx q learning,0,turned flower
378,approx q learning,0,lose challange
379,"smart 2: 0, 0.4",1,self lose challange
380,"smart 2: 0, 0.4",1,self lose challange
381,approx q learning,0,self lose game
382,"smart 2: 2, 0.6",2,self lose challange
383,"smart 2: 0, 0.6",3,self lose challange
384,"smart 2: 0, 0.4",1,self lose challange
385,"smart 2: 0, 0.4",1,turned flower
386,"smart 2: 0, 0.4",1,lose game
387,"smart 2: 0, 0.6",3,self lose challange
388,"smart 2: 0, 0.6",3,win challange
389,"smart 2: 0, 0.6",3,win challange
390,"smart 2: 0, 0.4",1,turned flower
391,"smart 2: 0, 0.4",1,self lose challange
392,approx q learning,0,turned flower
393,approx q learning,0,lose challange
394,"smart 2: 0, 0.4",1,turned flower
395,"smart 2: 0, 0.4",1,self lose challange
396,approx q learning,0,self lose challange
397,approx q learning,0,turned flower
398,approx q learning,0,self lose challange
399,approx q learning,0,turned flower
400,approx q learning,0,lose game
401,"smart 2: 0, 0.6",3,turned flower
402,"smart 2: 0, 0.6",3,self lose challange
403,"smart 2: 2, 0.6",2,self lose challange
404,"smart 2: 0, 0.6",3,self lose challange
405,"smart 2: 0, 0.6",3,turned flower
406,"smart 2: 0, 0.6",3,lose challange
407,"smart 2: 0, 0.6",3,turned flower
408,"smart 2: 0, 0.6",3,lose game
409,"smart 2: 0, 0.4",1,turned flower
410,"smart 2: 0, 0.4",1,self lose challange
411,"smart 2: 0, 0.4",1,win challange
412,"smart 2: 0, 0.4",1,win challange
413,approx q learning,0,self lose challange
414,"smart 2: 0, 0.4",1,self lose challange
415,"smart 2: 0, 0.6",3,turned flower
416,"smart 2: 0, 0.6",3,turned flower
417,"smart 2: 0, 0.6",3,turned flower
418,"smart 2: 0, 0.6",3,turned flower
419,"smart 2: 0, 0.6",3,win challange
420,approx q learning,0,self lose challange
421,approx q learning,0,turned flower
422,approx q learning,0,lose challange
423,approx q learning,0,turned flower
424,approx q learning,0,turned flower
425,approx q learning,0,win challange
426,"smart 2: 0, 0.4",1,turned flower
427,"smart 2: 0, 0.4",1,lose challange
428,"smart 2: 0, 0.4",1,turned flower
429,"smart 2: 0, 0.4",1,turned flower
430,"smart 2: 0, 0.4",1,turned flower
431,"smart 2: 0, 0.4",1,lose challange
432,approx q learning,0,turned flower
433,approx q learning,0,turned flower
434,approx q learning,0,turned flower
435,approx q learning,0,lose game
436,"smart 2: 0, 0.6",3,self lose challange
437,"smart 2: 2, 0.6",2,self lose challange
438,"smart 2: 0, 0.4",1,turned flower
439,"smart 2: 0, 0.4",1,turned flower
440,"smart 2: 0, 0.4",1,win challange
441,"smart 2: 0, 0.6",3,turned flower
442,"smart 2: 0, 0.6",3,turned flower
443,"smart 2: 0, 0.6",3,win challange
444,approx q learning,0,self lose challange
445,"smart 2: 0, 0.4",1,turned flower
446,"smart 2: 0, 0.4",1,lose challange
447,"smart 2: 0, 0.6",3,self lose challange
448,"smart 2: 0, 0.4",1,turned flower
449,"smart 2: 0, 0.4",1,turned flower
450,"smart 2: 0, 0.4",1,turned flower
451,"smart 2: 0, 0.4",1,lose challange
452,approx q learning,0,self lose challange
453,approx q learning,0,turned flower
454,approx q learning,0,turned flower
455,approx q learning,0,lose challange
456,"smart 2: 0, 0.4",1,self lose challange
457,approx q learning,0,self lose game
458,"smart 2: 0, 0.6",3,self lose challange
459,"smart 2: 2, 0.6",2,self lose challange
460,"smart 2: 0, 0.6",3,turned flower
461,"smart 2: 0, 0.6",3,win challange
462,"smart 2: 0, 0.6",3,self lose challange
463,"smart 2: 2, 0.6",2,turned flower
464,"smart 2: 2, 0.6",2,turned flower
465,"smart 2: 2, 0.6",2,win challange
466,"smart 2: 0, 0.4",1,turned flower
467,"smart 2: 0, 0.4",1,lose game
468,"smart 2: 0, 0.6",3,turned flower
469,"smart 2: 0, 0.6",3,lose game
470,approx q learning,0,turned flower
471,approx q learning,0,self lose challange
472,"smart 2: 0, 0.6",3,self lose challange
473,approx q learning,0,self lose challange
474,approx q learning,0,self lose challange
475,approx q learning,0,turned flower
476,approx q learning,0,lose game
477,"smart 2: 0, 0.6",3,turned flower
478,"smart 2: 0, 0.6",3,lose challange
479,"smart 2: 2, 0.6",2,turned flower
480,"smart 2: 2, 0.6",2,lose challange
481,"smart 2: 2, 0.6",2,turned flower
482,"smart 2: 2, 0.6",2,self lose challange
483,"smart 2: 0, 0.6",3,turned flower
484,"smart 2: 0, 0.6",3,win challange
485,"smart 2: 2, 0.6",2,turned flower
486,"smart 2: 2, 0.6",2,lose challange
487,"smart 2: 0, 0.4",1,self lose challange
488,"smart 2: 0, 0.6",3,turned flower
489,"smart 2: 0, 0.6",3,win challange
490,approx q learning,0,self lose challange
491,approx q learning,0,turned flower
492,approx q learning,0,lose challange
493,approx q learning,0,self lose challange
494,approx q learning,0,turned flower
495,approx q learning,0,lose game
496,"smart 2: 0, 0.6",3,self lose challange
497,"smart 2: 0, 0.4",1,self lose challange
498,"smart 2: 0, 0.4",1,turned flower
499,"smart 2: 0, 0.4",1,lose challange
500,"smart 2: 2, 0.6",2,self lose challange
501,"smart 2: 0, 0.6",3,self lose challange
502,"smart 2: 2, 0.6",2,self lose challange
503,"smart 2: 0, 0.6",3,self lose challange
504,"smart 2: 0, 0.6",3,turned flower
505,"smart 2: 0, 0.6",3,turned flower
506,"smart 2: 0, 0.6",3,win challange
507,"smart 2: 2, 0.6",2,turned flower
508,"smart 2: 2, 0.6",2,turned flower
509,"smart 2: 2, 0.6",2,lose challange
510,"smart 2: 0, 0.4",1,self lose challange
511,"smart 2: 0, 0.6",3,turned flower
512,"smart 2: 0, 0.6",3,lose game
513,"smart 2: 0, 0.4",1,win challange
514,"smart 2: 0, 0.4",1,win challange
515,approx q learning,0,self lose challange
516,"smart 2: 0, 0.4",1,turned flower
517,"smart 2: 0, 0.4",1,turned flower
518,"smart 2: 0, 0.4",1,lose challange
519,approx q learning,0,turned flower
520,approx q learning,0,turned flower
521,approx q learning,0,turned flower
522,approx q learning,0,lose challange
523,"smart 2: 0, 0.4",1,turned flower
524,"smart 2: 0, 0.4",1,turned flower
525,"smart 2: 0, 0.4",1,lose challange
526,approx q learning,0,turned flower
527,approx q learning,0,turned flower
528,approx q learning,0,turned flower
529,approx q learning,0,turned flower
530,approx q learning,0,turned flower
531,approx q learning,0,win challange
532,"smart 2: 0, 0.4",1,turned flower
533,"smart 2: 0, 0.4",1,turned flower
534,"smart 2: 0, 0.4",1,lose challange
535,approx q learning,0,turned flower
536,approx q learning,0,turned flower
537,approx q learning,0,lose challange
538,approx q learning,0,turned flower
539,approx q learning,0,turned flower
540,approx q learning,0,lose game
541,"smart 2: 0, 0.4",1,turned flower
542,"smart 2: 0, 0.4",1,lose game
543,"smart 2: 2, 0.6",2,turned flower
544,"smart 2: 2, 0.6",2,self lose challange
545,"smart 2: 2, 0.6",2,turned flower
546,"smart 2: 2, 0.6",2,win challange
547,"smart 2: 0, 0.6",3,self lose challange
548,"smart 2: 0, 0.6",3,self lose challange
549,"smart 2: 0, 0.6",3,self lose challange
550,"smart 2: 2, 0.6",2,turned flower
551,"smart 2: 2, 0.6",2,win challange
552,"smart 2: 0, 0.4",1,turned flower
553,"smart 2: 0, 0.4",1,lose challange
554,"smart 2: 2, 0.6",2,self lose challange
555,approx q learning,0,turned flower
556,approx q learning,0,lose challange
557,"smart 2: 0, 0.4",1,turned flower
558,"smart 2: 0, 0.4",1,turned flower
559,"smart 2: 0, 0.4",1,turned flower
560,"smart 2: 0, 0.4",1,turned flower
561,"smart 2: 0, 0.4",1,lose challange
562,approx q learning,0,turned flower
563,approx q learning,0,turned flower
564,approx q learning,0,lose challange
565,"smart 2: 0, 0.4",1,self lose challange
566,approx q learning,0,self lose challange
567,approx q learning,0,turned flower
568,approx q learning,0,turned flower
569,approx q learning,0,turned flower
570,approx q learning,0,lose game
571,"smart 2: 0, 0.6",3,turned flower
572,"smart 2: 0, 0.6",3,lose challange
573,"smart 2: 0, 0.4",1,turned flower
574,"smart 2: 0, 0.4",1,turned flower
575,"smart 2: 0, 0.4",1,win challange
576,"smart 2: 0, 0.6",3,self lose challange
577,"smart 2: 0, 0.6",3,turned flower
578,"smart 2: 0, 0.6",3,turned flower
579,"smart 2: 0, 0.6",3,win challange
580,"smart 2: 2, 0.6",2,turned flower
581,"smart 2: 2, 0.6",2,turned flower
582,"smart 2: 2, 0.6",2,win challange
583,"smart 2: 0, 0.4",1,turned flower
584,"smart 2: 0, 0.4",1,lose game
585,"smart 2: 0, 0.6",3,turned flower
586,"smart 2: 0, 0.6",3,win challange
587,"smart 2: 0, 0.4",1,self lose challange
588,"smart 2: 2, 0.6",2,turned flower
589,"smart 2: 2, 0.6",2,lose challange
590,"smart 2: 0, 0.4",1,turned flower
591,"smart 2: 0, 0.4",1,turned flower
592,"smart 2: 0, 0.4",1,turned flower
593,"smart 2: 0, 0.4",1,win challange
594,approx q learning,0,turned flower
595,approx q learning,0,lose challange
596,"smart 2: 0, 0.6",3,self lose challange
597,"smart 2: 0, 0.4",1,turned flower
598,"smart 2: 0, 0.4",1,self lose challange
599,"smart 2: 0, 0.6",3,self lose challange
600,"smart 2: 0, 0.6",3,turned flower
601,"smart 2: 0, 0.6",3,turned flower
602,"smart 2: 0, 0.6",3,turned flower
603,"smart 2: 0, 0.6",3,lose challange
604,"smart 2: 0, 0.6",3,turned flower
605,"smart 2: 0, 0.6",3,turned flower
606,"smart 2: 0, 0.6",3,lose game
607,"smart 2: 0, 0.4",1,turned flower
608,"smart 2: 0, 0.4",1,turned flower
609,"smart 2: 0, 0.4",1,turned flower
610,"smart 2: 0, 0.4",1,win challange
611,approx q learning,0,self lose challange
612,approx q learning,0,self lose challange
613,"smart 2: 2, 0.6",2,turned flower
614,"smart 2: 2, 0.6",2,turned flower
615,"smart 2: 2, 0.6",2,lose challange
616,approx q learning,0,self lose challange
617,approx q learning,0,turned flower
618,approx q learning,0,lose game
619,"smart 2: 0, 0.6",3,self lose challange
620,"smart 2: 2, 0.6",2,turned flower
621,"smart 2: 2, 0.6",2,lose challange
622,"smart 2: 0, 0.6",3,self lose challange
623,"smart 2: 2, 0.6",2,turned flower
624,"smart 2: 2, 0.6",2,lose challange
625,"smart 2: 0, 0.4",1,self lose challange
626,"smart 2: 0, 0.4",1,self lose challange
627,"smart 2: 2, 0.6",2,turned flower
628,"smart 2: 2, 0.6",2,win challange
629,"smart 2: 0, 0.6",3,turned flower
630,"smart 2: 0, 0.6",3,win challange
631,"smart 2: 2, 0.6",2,turned flower
632,"smart 2: 2, 0.6",2,win challange
633,approx q learning,0,self lose challange
634,approx q learning,0,turned flower
635,approx q learning,0,self lose challange
636,"smart 2: 0, 0.6",3,self lose challange
637,"smart 2: 0, 0.4",1,self lose challange
638,"smart 2: 0, 0.4",1,self lose challange
639,approx q learning,0,turned flower
640,approx q learning,0,lose challange
641,approx q learning,0,self lose game
642,"smart 2: 0, 0.4",1,turned flower
643,"smart 2: 0, 0.4",1,self lose challange
644,"smart 2: 0, 0.6",3,self lose challange
645,"smart 2: 0, 0.4",1,turned flower
646,"smart 2: 0, 0.4",1,lose game
647,"smart 2: 2, 0.6",2,turned flower
648,"smart 2: 2, 0.6",2,win challange
649,"smart 2: 2, 0.6",2,turned flower
650,"smart 2: 2, 0.6",2,self lose challange
651,"smart 2: 2, 0.6",2,self lose challange
652,"smart 2: 2, 0.6",2,win challange
653,approx q learning,0,turned flower
654,approx q learning,0,self lose challange
655,approx q learning,0,turned flower
656,approx q learning,0,turned flower
657,approx q learning,0,lose challange
658,"smart 2: 0, 0.4",1,self lose challange
659,"smart 2: 0, 0.4",1,self lose challange
660,"smart 2: 0, 0.4",1,turned flower
661,"smart 2: 0, 0.4",1,turned flower
662,"smart 2: 0, 0.4",1,turned flower
663,"smart 2: 0, 0.4",1,lose challange
664,approx q learning,0,self lose challange
665,approx q learning,0,turned flower
666,approx q learning,0,lose game
667,"smart 2: 0, 0.4",1,self lose game
668,"smart 2: 2, 0.6",2,turned flower
669,"smart 2: 2, 0.6",2,self lose challange
670,"smart 2: 0, 0.6",3,turned flower
671,"smart 2: 0, 0.6",3,turned flower
672,"smart 2: 0, 0.6",3,lose challange
673,"smart 2: 2, 0.6",2,turned flower
674,"smart 2: 2, 0.6",2,turned flower
675,"smart 2: 2, 0.6",2,win challange
