,player type,player,result
5350,approx q learning,0,self lose challange
5351,approx q learning,0,turned flower
5352,approx q learning,0,turned flower
5353,approx q learning,0,lose game
5354,"smart 2: 0, 0.6",3,turned flower
5355,"smart 2: 0, 0.6",3,win challange
5356,"smart 2: 2, 0.6",2,self lose challange
5357,"smart 2: 2, 0.6",2,win challange
5358,"smart 2: 0, 0.6",3,self lose challange
5359,"smart 2: 0, 0.6",3,win challange
5360,"smart 2: 0, 0.4",1,self lose challange
5361,approx q learning,0,self lose challange
5362,"smart 2: 0, 0.6",3,self lose challange
5363,"smart 2: 0, 0.4",1,turned flower
5364,"smart 2: 0, 0.4",1,self lose challange
5365,approx q learning,0,self lose challange
5366,"smart 2: 0, 0.4",1,self lose challange
5367,approx q learning,0,self lose challange
5368,approx q learning,0,turned flower
5369,approx q learning,0,turned flower
5370,approx q learning,0,lose game
5371,"smart 2: 2, 0.6",2,turned flower
5372,"smart 2: 2, 0.6",2,win challange
5373,"smart 2: 0, 0.4",1,turned flower
5374,"smart 2: 0, 0.4",1,turned flower
5375,"smart 2: 0, 0.4",1,lose game
5376,"smart 2: 2, 0.6",2,turned flower
5377,"smart 2: 2, 0.6",2,self lose challange
5378,"smart 2: 2, 0.6",2,turned flower
5379,"smart 2: 2, 0.6",2,win challange
5380,"smart 2: 0, 0.4",1,self lose challange
5381,"smart 2: 2, 0.6",2,turned flower
5382,"smart 2: 2, 0.6",2,lose challange
5383,"smart 2: 0, 0.4",1,turned flower
5384,"smart 2: 0, 0.4",1,lose challange
5385,approx q learning,0,self lose challange
5386,approx q learning,0,self lose challange
5387,approx q learning,0,self lose challange
5388,approx q learning,0,turned flower
5389,approx q learning,0,lose game
5390,"smart 2: 2, 0.6",2,self lose challange
5391,"smart 2: 0, 0.6",3,self lose challange
5392,"smart 2: 2, 0.6",2,turned flower
5393,"smart 2: 2, 0.6",2,turned flower
5394,"smart 2: 2, 0.6",2,lose challange
5395,"smart 2: 0, 0.6",3,self lose challange
5396,"smart 2: 2, 0.6",2,self lose game
5397,"smart 2: 0, 0.6",3,win challange
5398,"smart 2: 0, 0.4",1,turned flower
5399,"smart 2: 0, 0.4",1,win challange
5400,"smart 2: 0, 0.4",1,win challange
5401,approx q learning,0,turned flower
5402,approx q learning,0,self lose challange
5403,approx q learning,0,turned flower
5404,approx q learning,0,self lose challange
5405,"smart 2: 0, 0.4",1,turned flower
5406,"smart 2: 0, 0.4",1,turned flower
5407,"smart 2: 0, 0.4",1,turned flower
5408,"smart 2: 0, 0.4",1,lose challange
5409,approx q learning,0,turned flower
5410,approx q learning,0,turned flower
5411,approx q learning,0,turned flower
5412,approx q learning,0,turned flower
5413,approx q learning,0,lose challange
5414,approx q learning,0,turned flower
5415,approx q learning,0,turned flower
5416,approx q learning,0,turned flower
5417,approx q learning,0,lose game
5418,"smart 2: 0, 0.4",1,turned flower
5419,"smart 2: 0, 0.4",1,self lose challange
5420,"smart 2: 0, 0.6",3,self lose challange
5421,"smart 2: 0, 0.4",1,self lose challange
5422,"smart 2: 0, 0.6",3,turned flower
5423,"smart 2: 0, 0.6",3,turned flower
5424,"smart 2: 0, 0.6",3,win challange
5425,"smart 2: 0, 0.4",1,turned flower
5426,"smart 2: 0, 0.4",1,lose game
5427,"smart 2: 0, 0.6",3,turned flower
5428,"smart 2: 0, 0.6",3,lose challange
5429,"smart 2: 2, 0.6",2,turned flower
5430,"smart 2: 2, 0.6",2,win challange
5431,"smart 2: 0, 0.6",3,self lose challange
5432,"smart 2: 0, 0.6",3,win challange
5433,approx q learning,0,turned flower
5434,approx q learning,0,self lose challange
5435,"smart 2: 0, 0.4",1,turned flower
5436,"smart 2: 0, 0.4",1,self lose challange
5437,"smart 2: 0, 0.4",1,turned flower
5438,"smart 2: 0, 0.4",1,turned flower
5439,"smart 2: 0, 0.4",1,lose challange
5440,approx q learning,0,self lose challange
5441,approx q learning,0,turned flower
5442,approx q learning,0,turned flower
5443,approx q learning,0,lose challange
5444,"smart 2: 0, 0.4",1,turned flower
5445,"smart 2: 0, 0.4",1,lose challange
5446,approx q learning,0,turned flower
5447,approx q learning,0,turned flower
5448,approx q learning,0,lose game
5449,"smart 2: 2, 0.6",2,turned flower
5450,"smart 2: 2, 0.6",2,lose challange
5451,"smart 2: 0, 0.4",1,turned flower
5452,"smart 2: 0, 0.4",1,lose game
5453,"smart 2: 2, 0.6",2,turned flower
5454,"smart 2: 2, 0.6",2,self lose challange
5455,"smart 2: 2, 0.6",2,win challange
5456,"smart 2: 0, 0.6",3,turned flower
5457,"smart 2: 0, 0.6",3,self lose challange
5458,"smart 2: 0, 0.6",3,win challange
5459,"smart 2: 0, 0.6",3,win challange
5460,approx q learning,0,self lose challange
5461,approx q learning,0,self lose challange
5462,"smart 2: 2, 0.6",2,turned flower
5463,"smart 2: 2, 0.6",2,turned flower
5464,"smart 2: 2, 0.6",2,lose challange
5465,approx q learning,0,self lose challange
5466,approx q learning,0,turned flower
5467,approx q learning,0,turned flower
5468,approx q learning,0,turned flower
5469,approx q learning,0,lose game
5470,"smart 2: 2, 0.6",2,turned flower
5471,"smart 2: 2, 0.6",2,turned flower
5472,"smart 2: 2, 0.6",2,turned flower
5473,"smart 2: 2, 0.6",2,turned flower
5474,"smart 2: 2, 0.6",2,turned flower
5475,"smart 2: 2, 0.6",2,turned flower
5476,"smart 2: 2, 0.6",2,lose challange
5477,"smart 2: 0, 0.4",1,turned flower
5478,"smart 2: 0, 0.4",1,self lose challange
5479,"smart 2: 0, 0.6",3,self lose challange
5480,"smart 2: 0, 0.4",1,turned flower
5481,"smart 2: 0, 0.4",1,self lose challange
5482,"smart 2: 0, 0.6",3,self lose challange
5483,"smart 2: 0, 0.4",1,self lose challange
5484,"smart 2: 0, 0.4",1,turned flower
5485,"smart 2: 0, 0.4",1,lose game
5486,"smart 2: 2, 0.6",2,win challange
5487,"smart 2: 0, 0.6",3,self lose challange
5488,"smart 2: 0, 0.6",3,win challange
5489,"smart 2: 0, 0.6",3,win challange
5490,"smart 2: 0, 0.4",1,self lose challange
5491,"smart 2: 0, 0.4",1,turned flower
5492,"smart 2: 0, 0.4",1,lose challange
5493,"smart 2: 0, 0.4",1,turned flower
5494,"smart 2: 0, 0.4",1,turned flower
5495,"smart 2: 0, 0.4",1,turned flower
5496,"smart 2: 0, 0.4",1,lose challange
5497,"smart 2: 0, 0.4",1,turned flower
5498,"smart 2: 0, 0.4",1,lose game
5499,approx q learning,0,turned flower
5500,approx q learning,0,lose challange
5501,approx q learning,0,turned flower
5502,approx q learning,0,self lose challange
5503,approx q learning,0,turned flower
5504,approx q learning,0,lose challange
5505,approx q learning,0,turned flower
5506,approx q learning,0,turned flower
5507,approx q learning,0,lose game
5508,"smart 2: 2, 0.6",2,turned flower
5509,"smart 2: 2, 0.6",2,self lose challange
5510,"smart 2: 0, 0.6",3,turned flower
5511,"smart 2: 0, 0.6",3,turned flower
5512,"smart 2: 0, 0.6",3,win challange
5513,"smart 2: 2, 0.6",2,turned flower
5514,"smart 2: 2, 0.6",2,lose challange
5515,"smart 2: 2, 0.6",2,win challange
5516,"smart 2: 0, 0.6",3,turned flower
5517,"smart 2: 0, 0.6",3,self lose challange
5518,"smart 2: 2, 0.6",2,turned flower
5519,"smart 2: 2, 0.6",2,turned flower
5520,"smart 2: 2, 0.6",2,win challange
5521,approx q learning,0,self lose challange
5522,approx q learning,0,self lose challange
5523,approx q learning,0,turned flower
5524,approx q learning,0,self lose challange
5525,approx q learning,0,turned flower
5526,approx q learning,0,lose game
5527,"smart 2: 0, 0.6",3,turned flower
5528,"smart 2: 0, 0.6",3,win challange
5529,"smart 2: 0, 0.4",1,self lose challange
5530,"smart 2: 0, 0.4",1,self lose challange
5531,"smart 2: 0, 0.4",1,self lose challange
5532,"smart 2: 0, 0.6",3,self lose challange
5533,"smart 2: 0, 0.4",1,turned flower
5534,"smart 2: 0, 0.4",1,lose game
5535,"smart 2: 0, 0.6",3,turned flower
5536,"smart 2: 0, 0.6",3,win challange
5537,"smart 2: 0, 0.4",1,self lose challange
5538,approx q learning,0,self lose challange
5539,"smart 2: 0, 0.4",1,self lose challange
5540,approx q learning,0,turned flower
5541,approx q learning,0,lose challange
5542,"smart 2: 0, 0.4",1,self lose challange
5543,approx q learning,0,self lose challange
5544,approx q learning,0,turned flower
5545,approx q learning,0,turned flower
5546,approx q learning,0,lose game
5547,"smart 2: 2, 0.6",2,self lose challange
5548,"smart 2: 0, 0.6",3,self lose challange
5549,"smart 2: 0, 0.6",3,self lose challange
5550,"smart 2: 0, 0.4",1,turned flower
5551,"smart 2: 0, 0.4",1,lose game
5552,"smart 2: 0, 0.6",3,turned flower
5553,"smart 2: 0, 0.6",3,lose challange
5554,"smart 2: 0, 0.6",3,self lose game
5555,approx q learning,0,turned flower
5556,approx q learning,0,self lose challange
5557,"smart 2: 0, 0.4",1,self lose challange
5558,"smart 2: 2, 0.6",2,turned flower
5559,"smart 2: 2, 0.6",2,lose challange
5560,"smart 2: 0, 0.4",1,self lose challange
5561,approx q learning,0,turned flower
5562,approx q learning,0,lose challange
5563,"smart 2: 0, 0.4",1,turned flower
5564,"smart 2: 0, 0.4",1,turned flower
5565,"smart 2: 0, 0.4",1,turned flower
5566,"smart 2: 0, 0.4",1,turned flower
5567,"smart 2: 0, 0.4",1,win challange
5568,approx q learning,0,turned flower
5569,approx q learning,0,turned flower
5570,approx q learning,0,win challange
5571,approx q learning,0,turned flower
5572,approx q learning,0,lose challange
5573,approx q learning,0,turned flower
5574,approx q learning,0,lose game
5575,"smart 2: 2, 0.6",2,turned flower
5576,"smart 2: 2, 0.6",2,win challange
5577,"smart 2: 0, 0.4",1,turned flower
5578,"smart 2: 0, 0.4",1,lose challange
5579,"smart 2: 0, 0.4",1,turned flower
5580,"smart 2: 0, 0.4",1,turned flower
5581,"smart 2: 0, 0.4",1,lose game
5582,"smart 2: 2, 0.6",2,turned flower
5583,"smart 2: 2, 0.6",2,win challange
5584,approx q learning,0,turned flower
5585,approx q learning,0,lose challange
5586,"smart 2: 2, 0.6",2,turned flower
5587,"smart 2: 2, 0.6",2,turned flower
5588,"smart 2: 2, 0.6",2,turned flower
5589,"smart 2: 2, 0.6",2,turned flower
5590,"smart 2: 2, 0.6",2,win challange
5591,approx q learning,0,self lose challange
5592,approx q learning,0,turned flower
5593,approx q learning,0,lose challange
5594,approx q learning,0,turned flower
5595,approx q learning,0,turned flower
5596,approx q learning,0,turned flower
5597,approx q learning,0,win challange
5598,approx q learning,0,turned flower
5599,approx q learning,0,lose game
5600,"smart 2: 2, 0.6",2,turned flower
5601,"smart 2: 2, 0.6",2,turned flower
5602,"smart 2: 2, 0.6",2,lose challange
5603,"smart 2: 0, 0.4",1,self lose challange
5604,"smart 2: 0, 0.4",1,turned flower
5605,"smart 2: 0, 0.4",1,lose challange
5606,"smart 2: 0, 0.4",1,turned flower
5607,"smart 2: 0, 0.4",1,self lose challange
5608,"smart 2: 0, 0.6",3,self lose challange
5609,"smart 2: 0, 0.6",3,self lose challange
5610,"smart 2: 0, 0.4",1,turned flower
5611,"smart 2: 0, 0.4",1,lose game
5612,"smart 2: 0, 0.6",3,self lose challange
5613,"smart 2: 2, 0.6",2,turned flower
5614,"smart 2: 2, 0.6",2,win challange
5615,approx q learning,0,turned flower
5616,approx q learning,0,self lose challange
5617,"smart 2: 0, 0.4",1,turned flower
5618,"smart 2: 0, 0.4",1,turned flower
5619,"smart 2: 0, 0.4",1,lose challange
5620,approx q learning,0,turned flower
5621,approx q learning,0,turned flower
5622,approx q learning,0,turned flower
5623,approx q learning,0,turned flower
5624,approx q learning,0,turned flower
5625,approx q learning,0,lose challange
5626,approx q learning,0,turned flower
5627,approx q learning,0,turned flower
5628,approx q learning,0,lose challange
5629,"smart 2: 0, 0.6",3,self lose challange
5630,"smart 2: 2, 0.6",2,self lose challange
5631,"smart 2: 0, 0.4",1,turned flower
5632,"smart 2: 0, 0.4",1,lose challange
5633,approx q learning,0,turned flower
5634,approx q learning,0,turned flower
5635,approx q learning,0,turned flower
5636,approx q learning,0,turned flower
5637,approx q learning,0,win challange
5638,approx q learning,0,turned flower
5639,approx q learning,0,turned flower
5640,approx q learning,0,turned flower
5641,approx q learning,0,lose game
5642,"smart 2: 0, 0.4",1,turned flower
5643,"smart 2: 0, 0.4",1,turned flower
5644,"smart 2: 0, 0.4",1,lose challange
5645,"smart 2: 0, 0.6",3,self lose challange
5646,"smart 2: 2, 0.6",2,turned flower
5647,"smart 2: 2, 0.6",2,win challange
5648,"smart 2: 0, 0.6",3,turned flower
5649,"smart 2: 0, 0.6",3,turned flower
5650,"smart 2: 0, 0.6",3,win challange
5651,"smart 2: 0, 0.4",1,turned flower
5652,"smart 2: 0, 0.4",1,win challange
5653,"smart 2: 2, 0.6",2,turned flower
5654,"smart 2: 2, 0.6",2,lose challange
5655,"smart 2: 2, 0.6",2,turned flower
5656,"smart 2: 2, 0.6",2,turned flower
5657,"smart 2: 2, 0.6",2,lose challange
5658,"smart 2: 0, 0.4",1,turned flower
5659,"smart 2: 0, 0.4",1,lose game
5660,"smart 2: 0, 0.6",3,turned flower
5661,"smart 2: 0, 0.6",3,lose challange
5662,"smart 2: 2, 0.6",2,self lose game
5663,approx q learning,0,self lose challange
5664,approx q learning,0,self lose challange
5665,"smart 2: 0, 0.4",1,turned flower
5666,"smart 2: 0, 0.4",1,self lose challange
5667,approx q learning,0,turned flower
5668,approx q learning,0,turned flower
5669,approx q learning,0,win challange
5670,approx q learning,0,turned flower
5671,approx q learning,0,self lose challange
5672,approx q learning,0,turned flower
5673,approx q learning,0,lose game
5674,"smart 2: 0, 0.4",1,self lose challange
5675,"smart 2: 0, 0.4",1,turned flower
5676,"smart 2: 0, 0.4",1,lose challange
5677,"smart 2: 2, 0.6",2,self lose challange
5678,"smart 2: 0, 0.4",1,turned flower
5679,"smart 2: 0, 0.4",1,turned flower
5680,"smart 2: 0, 0.4",1,lose game
5681,"smart 2: 0, 0.6",3,self lose challange
5682,"smart 2: 2, 0.6",2,turned flower
5683,"smart 2: 2, 0.6",2,self lose challange
5684,"smart 2: 0, 0.6",3,turned flower
5685,"smart 2: 0, 0.6",3,lose challange
5686,"smart 2: 0, 0.6",3,turned flower
5687,"smart 2: 0, 0.6",3,self lose challange
5688,"smart 2: 0, 0.6",3,win challange
5689,"smart 2: 2, 0.6",2,self lose challange
5690,"smart 2: 2, 0.6",2,win challange
5691,"smart 2: 0, 0.6",3,turned flower
5692,"smart 2: 0, 0.6",3,win challange
5693,"smart 2: 0, 0.6",3,self lose challange
5694,approx q learning,0,turned flower
5695,approx q learning,0,turned flower
5696,approx q learning,0,turned flower
5697,approx q learning,0,turned flower
5698,approx q learning,0,turned flower
5699,approx q learning,0,lose challange
5700,approx q learning,0,turned flower
5701,approx q learning,0,self lose challange
5702,approx q learning,0,turned flower
5703,approx q learning,0,self lose challange
5704,"smart 2: 0, 0.4",1,self lose challange
5705,approx q learning,0,turned flower
5706,approx q learning,0,turned flower
5707,approx q learning,0,lose game
5708,"smart 2: 2, 0.6",2,self lose challange
5709,"smart 2: 0, 0.6",3,self lose challange
5710,"smart 2: 0, 0.4",1,self lose challange
5711,"smart 2: 0, 0.4",1,turned flower
5712,"smart 2: 0, 0.4",1,turned flower
5713,"smart 2: 0, 0.4",1,win challange
5714,"smart 2: 2, 0.6",2,turned flower
5715,"smart 2: 2, 0.6",2,lose challange
5716,"smart 2: 0, 0.6",3,self lose challange
5717,"smart 2: 2, 0.6",2,turned flower
5718,"smart 2: 2, 0.6",2,lose challange
5719,"smart 2: 0, 0.4",1,self lose challange
5720,"smart 2: 0, 0.6",3,turned flower
5721,"smart 2: 0, 0.6",3,lose game
5722,"smart 2: 0, 0.4",1,win challange
5723,"smart 2: 2, 0.6",2,self lose challange
5724,"smart 2: 0, 0.4",1,turned flower
5725,"smart 2: 0, 0.4",1,lose challange
5726,"smart 2: 2, 0.6",2,turned flower
5727,"smart 2: 2, 0.6",2,turned flower
5728,"smart 2: 2, 0.6",2,lose challange
5729,"smart 2: 0, 0.4",1,self lose challange
5730,approx q learning,0,self lose challange
5731,"smart 2: 0, 0.4",1,turned flower
5732,"smart 2: 0, 0.4",1,turned flower
5733,"smart 2: 0, 0.4",1,lose challange
5734,"smart 2: 0, 0.4",1,turned flower
5735,"smart 2: 0, 0.4",1,lose game
5736,approx q learning,0,turned flower
5737,approx q learning,0,turned flower
5738,approx q learning,0,win challange
5739,"smart 2: 0, 0.6",3,self lose challange
5740,approx q learning,0,turned flower
5741,approx q learning,0,turned flower
5742,approx q learning,0,lose challange
5743,approx q learning,0,turned flower
5744,approx q learning,0,turned flower
5745,approx q learning,0,lose challange
5746,approx q learning,0,self lose game
5747,"smart 2: 0, 0.6",3,turned flower
5748,"smart 2: 0, 0.6",3,lose challange
5749,"smart 2: 0, 0.6",3,win challange
5750,"smart 2: 2, 0.6",2,turned flower
5751,"smart 2: 2, 0.6",2,self lose challange
5752,"smart 2: 0, 0.6",3,turned flower
5753,"smart 2: 0, 0.6",3,win challange
5754,approx q learning,0,turned flower
5755,approx q learning,0,self lose challange
5756,"smart 2: 0, 0.4",1,self lose challange
5757,approx q learning,0,turned flower
5758,approx q learning,0,turned flower
5759,approx q learning,0,lose challange
5760,approx q learning,0,turned flower
5761,approx q learning,0,turned flower
5762,approx q learning,0,turned flower
5763,approx q learning,0,turned flower
5764,approx q learning,0,lose challange
5765,approx q learning,0,turned flower
5766,approx q learning,0,turned flower
5767,approx q learning,0,lose game
5768,"smart 2: 2, 0.6",2,turned flower
5769,"smart 2: 2, 0.6",2,turned flower
5770,"smart 2: 2, 0.6",2,turned flower
5771,"smart 2: 2, 0.6",2,lose challange
5772,"smart 2: 2, 0.6",2,turned flower
5773,"smart 2: 2, 0.6",2,turned flower
5774,"smart 2: 2, 0.6",2,lose challange
5775,"smart 2: 0, 0.4",1,self lose challange
5776,"smart 2: 0, 0.4",1,self lose challange
5777,"smart 2: 0, 0.4",1,turned flower
5778,"smart 2: 0, 0.4",1,lose game
5779,"smart 2: 0, 0.6",3,self lose challange
5780,"smart 2: 2, 0.6",2,turned flower
5781,"smart 2: 2, 0.6",2,lose challange
5782,"smart 2: 2, 0.6",2,self lose game
5783,approx q learning,0,turned flower
5784,approx q learning,0,lose challange
5785,approx q learning,0,turned flower
5786,approx q learning,0,lose challange
5787,"smart 2: 0, 0.6",3,self lose challange
5788,"smart 2: 0, 0.6",3,self lose challange
5789,approx q learning,0,turned flower
5790,approx q learning,0,lose challange
5791,approx q learning,0,turned flower
5792,approx q learning,0,turned flower
5793,approx q learning,0,lose game
5794,"smart 2: 2, 0.6",2,self lose challange
5795,"smart 2: 0, 0.6",3,turned flower
5796,"smart 2: 0, 0.6",3,turned flower
5797,"smart 2: 0, 0.6",3,turned flower
5798,"smart 2: 0, 0.6",3,lose challange
5799,"smart 2: 0, 0.6",3,turned flower
5800,"smart 2: 0, 0.6",3,lose game
5801,"smart 2: 0, 0.4",1,turned flower
5802,"smart 2: 0, 0.4",1,self lose challange
5803,"smart 2: 0, 0.4",1,self lose challange
5804,"smart 2: 2, 0.6",2,turned flower
5805,"smart 2: 2, 0.6",2,self lose challange
5806,"smart 2: 2, 0.6",2,win challange
5807,"smart 2: 2, 0.6",2,self lose challange
5808,"smart 2: 0, 0.4",1,turned flower
5809,"smart 2: 0, 0.4",1,win challange
5810,"smart 2: 2, 0.6",2,turned flower
5811,"smart 2: 2, 0.6",2,turned flower
5812,"smart 2: 2, 0.6",2,lose game
5813,"smart 2: 0, 0.4",1,turned flower
5814,"smart 2: 0, 0.4",1,self lose challange
5815,approx q learning,0,self lose challange
5816,approx q learning,0,self lose challange
5817,"smart 2: 0, 0.4",1,turned flower
5818,"smart 2: 0, 0.4",1,turned flower
5819,"smart 2: 0, 0.4",1,turned flower
5820,"smart 2: 0, 0.4",1,lose challange
5821,"smart 2: 2, 0.6",2,self lose challange
5822,approx q learning,0,turned flower
5823,approx q learning,0,turned flower
5824,approx q learning,0,turned flower
5825,approx q learning,0,lose challange
5826,"smart 2: 0, 0.6",3,self lose challange
5827,approx q learning,0,self lose game
5828,"smart 2: 2, 0.6",2,turned flower
5829,"smart 2: 2, 0.6",2,turned flower
5830,"smart 2: 2, 0.6",2,turned flower
5831,"smart 2: 2, 0.6",2,turned flower
5832,"smart 2: 2, 0.6",2,win challange
5833,"smart 2: 0, 0.4",1,turned flower
5834,"smart 2: 0, 0.4",1,turned flower
5835,"smart 2: 0, 0.4",1,lose challange
5836,"smart 2: 2, 0.6",2,turned flower
5837,"smart 2: 2, 0.6",2,win challange
5838,"smart 2: 2, 0.6",2,turned flower
5839,"smart 2: 2, 0.6",2,self lose challange
5840,approx q learning,0,turned flower
5841,approx q learning,0,lose challange
5842,approx q learning,0,self lose challange
5843,"smart 2: 0, 0.4",1,turned flower
5844,"smart 2: 0, 0.4",1,turned flower
5845,"smart 2: 0, 0.4",1,lose challange
5846,"smart 2: 0, 0.4",1,turned flower
5847,"smart 2: 0, 0.4",1,lose challange
5848,approx q learning,0,turned flower
5849,approx q learning,0,self lose challange
5850,"smart 2: 0, 0.6",3,self lose challange
5851,approx q learning,0,turned flower
5852,approx q learning,0,turned flower
5853,approx q learning,0,lose game
5854,"smart 2: 0, 0.4",1,turned flower
5855,"smart 2: 0, 0.4",1,lose challange
5856,"smart 2: 0, 0.4",1,turned flower
5857,"smart 2: 0, 0.4",1,lose game
5858,"smart 2: 0, 0.6",3,turned flower
5859,"smart 2: 0, 0.6",3,lose challange
5860,"smart 2: 2, 0.6",2,self lose challange
5861,"smart 2: 2, 0.6",2,win challange
5862,"smart 2: 2, 0.6",2,self lose challange
5863,"smart 2: 2, 0.6",2,win challange
5864,"smart 2: 2, 0.6",2,turned flower
5865,"smart 2: 2, 0.6",2,lose challange
5866,"smart 2: 2, 0.6",2,turned flower
5867,"smart 2: 2, 0.6",2,turned flower
5868,"smart 2: 2, 0.6",2,turned flower
5869,"smart 2: 2, 0.6",2,lose challange
5870,approx q learning,0,turned flower
5871,approx q learning,0,turned flower
5872,approx q learning,0,turned flower
5873,approx q learning,0,turned flower
5874,approx q learning,0,turned flower
5875,approx q learning,0,lose challange
5876,"smart 2: 0, 0.4",1,turned flower
5877,"smart 2: 0, 0.4",1,self lose challange
5878,"smart 2: 0, 0.4",1,self lose challange
5879,"smart 2: 0, 0.4",1,turned flower
5880,"smart 2: 0, 0.4",1,turned flower
5881,"smart 2: 0, 0.4",1,lose challange
5882,approx q learning,0,turned flower
5883,approx q learning,0,lose challange
5884,"smart 2: 0, 0.4",1,self lose game
5885,approx q learning,0,turned flower
5886,approx q learning,0,turned flower
5887,approx q learning,0,win challange
5888,"smart 2: 0, 0.6",3,self lose challange
5889,approx q learning,0,turned flower
5890,approx q learning,0,turned flower
5891,approx q learning,0,turned flower
5892,approx q learning,0,turned flower
5893,approx q learning,0,lose challange
5894,"smart 2: 0, 0.6",3,self lose challange
5895,"smart 2: 2, 0.6",2,turned flower
5896,"smart 2: 2, 0.6",2,turned flower
5897,"smart 2: 2, 0.6",2,win challange
5898,approx q learning,0,turned flower
5899,approx q learning,0,turned flower
5900,approx q learning,0,win challange
5901,approx q learning,0,turned flower
5902,approx q learning,0,lose challange
5903,"smart 2: 0, 0.4",1,self lose challange
5904,approx q learning,0,turned flower
5905,approx q learning,0,turned flower
5906,approx q learning,0,lose challange
5907,approx q learning,0,turned flower
5908,approx q learning,0,lose challange
5909,approx q learning,0,self lose game
5910,"smart 2: 0, 0.6",3,self lose challange
5911,"smart 2: 0, 0.4",1,self lose challange
5912,"smart 2: 2, 0.6",2,self lose challange
5913,"smart 2: 0, 0.4",1,turned flower
5914,"smart 2: 0, 0.4",1,lose challange
5915,"smart 2: 0, 0.4",1,self lose game
5916,"smart 2: 2, 0.6",2,win challange
5917,"smart 2: 2, 0.6",2,win challange
5918,approx q learning,0,turned flower
5919,approx q learning,0,lose challange
5920,approx q learning,0,turned flower
5921,approx q learning,0,turned flower
5922,approx q learning,0,lose challange
5923,"smart 2: 0, 0.4",1,self lose challange
5924,"smart 2: 0, 0.6",3,self lose challange
5925,"smart 2: 0, 0.6",3,self lose challange
5926,approx q learning,0,turned flower
5927,approx q learning,0,turned flower
5928,approx q learning,0,lose challange
5929,approx q learning,0,self lose game
5930,"smart 2: 0, 0.6",3,turned flower
5931,"smart 2: 0, 0.6",3,win challange
5932,"smart 2: 0, 0.4",1,turned flower
5933,"smart 2: 0, 0.4",1,self lose challange
5934,"smart 2: 0, 0.4",1,turned flower
5935,"smart 2: 0, 0.4",1,lose challange
5936,"smart 2: 0, 0.6",3,self lose challange
5937,"smart 2: 0, 0.4",1,self lose game
5938,"smart 2: 0, 0.6",3,turned flower
5939,"smart 2: 0, 0.6",3,win challange
5940,approx q learning,0,self lose challange
5941,approx q learning,0,self lose challange
5942,"smart 2: 0, 0.4",1,turned flower
5943,"smart 2: 0, 0.4",1,lose challange
5944,"smart 2: 2, 0.6",2,turned flower
5945,"smart 2: 2, 0.6",2,self lose challange
5946,"smart 2: 0, 0.4",1,turned flower
5947,"smart 2: 0, 0.4",1,lose challange
5948,approx q learning,0,self lose challange
5949,approx q learning,0,turned flower
5950,approx q learning,0,lose game
5951,"smart 2: 0, 0.4",1,self lose challange
5952,"smart 2: 0, 0.6",3,self lose challange
5953,"smart 2: 0, 0.4",1,turned flower
5954,"smart 2: 0, 0.4",1,lose game
5955,"smart 2: 0, 0.6",3,turned flower
5956,"smart 2: 0, 0.6",3,win challange
5957,"smart 2: 0, 0.6",3,self lose challange
5958,"smart 2: 0, 0.6",3,win challange
5959,approx q learning,0,self lose challange
5960,"smart 2: 0, 0.4",1,self lose challange
5961,approx q learning,0,turned flower
5962,approx q learning,0,lose challange
5963,approx q learning,0,turned flower
5964,approx q learning,0,lose challange
5965,approx q learning,0,turned flower
5966,approx q learning,0,turned flower
5967,approx q learning,0,turned flower
5968,approx q learning,0,lose game
5969,"smart 2: 0, 0.6",3,turned flower
5970,"smart 2: 0, 0.6",3,self lose challange
5971,"smart 2: 2, 0.6",2,turned flower
5972,"smart 2: 2, 0.6",2,turned flower
5973,"smart 2: 2, 0.6",2,lose challange
5974,"smart 2: 0, 0.4",1,turned flower
5975,"smart 2: 0, 0.4",1,turned flower
5976,"smart 2: 0, 0.4",1,lose challange
5977,"smart 2: 0, 0.4",1,turned flower
5978,"smart 2: 0, 0.4",1,turned flower
5979,"smart 2: 0, 0.4",1,lose challange
5980,"smart 2: 0, 0.4",1,self lose game
5981,"smart 2: 2, 0.6",2,self lose challange
5982,"smart 2: 2, 0.6",2,win challange
5983,"smart 2: 2, 0.6",2,win challange
5984,"smart 2: 0, 0.6",3,self lose challange
5985,"smart 2: 0, 0.6",3,self lose challange
5986,approx q learning,0,turned flower
5987,approx q learning,0,self lose challange
5988,approx q learning,0,self lose challange
5989,approx q learning,0,self lose challange
5990,approx q learning,0,turned flower
5991,approx q learning,0,lose game
5992,"smart 2: 2, 0.6",2,turned flower
5993,"smart 2: 2, 0.6",2,turned flower
5994,"smart 2: 2, 0.6",2,win challange
5995,"smart 2: 0, 0.4",1,self lose challange
5996,"smart 2: 0, 0.6",3,turned flower
5997,"smart 2: 0, 0.6",3,turned flower
5998,"smart 2: 0, 0.6",3,turned flower
5999,"smart 2: 0, 0.6",3,lose challange
6000,"smart 2: 2, 0.6",2,self lose challange
6001,"smart 2: 0, 0.4",1,self lose challange
6002,"smart 2: 0, 0.6",3,self lose game
6003,"smart 2: 0, 0.4",1,turned flower
6004,"smart 2: 0, 0.4",1,self lose challange
6005,"smart 2: 0, 0.4",1,win challange
6006,"smart 2: 0, 0.4",1,win challange
6007,"smart 2: 2, 0.6",2,turned flower
