,player type,player,result
8242,"smart 2: 2, 0.6",2,turned flower
8243,"smart 2: 2, 0.6",2,turned flower
8244,"smart 2: 2, 0.6",2,lose game
8245,approx q learning,0,turned flower
8246,approx q learning,0,lose challange
8247,approx q learning,0,win challange
8248,approx q learning,0,turned flower
8249,approx q learning,0,lose challange
8250,"smart 2: 0, 0.4",1,self lose challange
8251,"smart 2: 2, 0.6",2,turned flower
8252,"smart 2: 2, 0.6",2,lose challange
8253,approx q learning,0,turned flower
8254,approx q learning,0,lose challange
8255,"smart 2: 0, 0.4",1,self lose challange
8256,"smart 2: 0, 0.4",1,turned flower
8257,"smart 2: 0, 0.4",1,lose challange
8258,approx q learning,0,turned flower
8259,approx q learning,0,lose challange
8260,"smart 2: 0, 0.4",1,self lose game
8261,approx q learning,0,turned flower
8262,approx q learning,0,lose game
8263,"smart 2: 2, 0.6",2,self lose challange
8264,"smart 2: 0, 0.6",3,self lose challange
8265,"smart 2: 0, 0.6",3,self lose challange
8266,"smart 2: 2, 0.6",2,turned flower
8267,"smart 2: 2, 0.6",2,lose challange
8268,"smart 2: 0, 0.6",3,self lose challange
8269,"smart 2: 0, 0.6",3,win challange
8270,"smart 2: 0, 0.6",3,win challange
8271,"smart 2: 2, 0.6",2,self lose challange
8272,"smart 2: 0, 0.4",1,self lose challange
8273,"smart 2: 0, 0.4",1,turned flower
8274,"smart 2: 0, 0.4",1,self lose challange
8275,"smart 2: 2, 0.6",2,self lose challange
8276,approx q learning,0,turned flower
8277,approx q learning,0,lose challange
8278,"smart 2: 0, 0.6",3,self lose challange
8279,"smart 2: 0, 0.6",3,turned flower
8280,"smart 2: 0, 0.6",3,turned flower
8281,"smart 2: 0, 0.6",3,lose challange
8282,approx q learning,0,turned flower
8283,approx q learning,0,lose challange
8284,"smart 2: 0, 0.4",1,turned flower
8285,"smart 2: 0, 0.4",1,lose challange
8286,"smart 2: 0, 0.4",1,self lose game
8287,"smart 2: 0, 0.6",3,self lose challange
8288,"smart 2: 0, 0.6",3,turned flower
8289,"smart 2: 0, 0.6",3,turned flower
8290,"smart 2: 0, 0.6",3,win challange
8291,"smart 2: 0, 0.6",3,turned flower
8292,"smart 2: 0, 0.6",3,lose game
8293,"smart 2: 2, 0.6",2,turned flower
8294,"smart 2: 2, 0.6",2,self lose challange
8295,"smart 2: 2, 0.6",2,win challange
8296,"smart 2: 2, 0.6",2,win challange
8297,"smart 2: 0, 0.6",3,self lose challange
8298,"smart 2: 0, 0.4",1,turned flower
8299,"smart 2: 0, 0.4",1,lose challange
8300,approx q learning,0,turned flower
8301,approx q learning,0,turned flower
8302,approx q learning,0,lose challange
8303,"smart 2: 0, 0.4",1,self lose challange
8304,approx q learning,0,turned flower
8305,approx q learning,0,turned flower
8306,approx q learning,0,turned flower
8307,approx q learning,0,lose challange
8308,"smart 2: 0, 0.4",1,turned flower
8309,"smart 2: 0, 0.4",1,turned flower
8310,"smart 2: 0, 0.4",1,turned flower
8311,"smart 2: 0, 0.4",1,lose challange
8312,"smart 2: 0, 0.4",1,turned flower
8313,"smart 2: 0, 0.4",1,lose game
8314,approx q learning,0,turned flower
8315,approx q learning,0,lose challange
8316,"smart 2: 2, 0.6",2,self lose challange
8317,"smart 2: 0, 0.6",3,turned flower
8318,"smart 2: 0, 0.6",3,lose challange
8319,"smart 2: 2, 0.6",2,turned flower
8320,"smart 2: 2, 0.6",2,lose challange
8321,"smart 2: 0, 0.6",3,self lose challange
8322,"smart 2: 0, 0.6",3,turned flower
8323,"smart 2: 0, 0.6",3,turned flower
8324,"smart 2: 0, 0.6",3,lose game
8325,"smart 2: 2, 0.6",2,self lose challange
8326,"smart 2: 2, 0.6",2,win challange
8327,"smart 2: 2, 0.6",2,win challange
8328,"smart 2: 0, 0.6",3,self lose challange
8329,approx q learning,0,turned flower
8330,approx q learning,0,lose challange
8331,"smart 2: 0, 0.4",1,turned flower
8332,"smart 2: 0, 0.4",1,lose challange
8333,"smart 2: 2, 0.6",2,turned flower
8334,"smart 2: 2, 0.6",2,self lose challange
8335,"smart 2: 2, 0.6",2,self lose challange
8336,"smart 2: 0, 0.6",3,self lose challange
8337,"smart 2: 2, 0.6",2,turned flower
8338,"smart 2: 2, 0.6",2,turned flower
8339,"smart 2: 2, 0.6",2,turned flower
8340,"smart 2: 2, 0.6",2,lose challange
8341,"smart 2: 0, 0.6",3,self lose challange
8342,"smart 2: 2, 0.6",2,turned flower
8343,"smart 2: 2, 0.6",2,lose game
8344,"smart 2: 0, 0.4",1,turned flower
8345,"smart 2: 0, 0.4",1,turned flower
8346,"smart 2: 0, 0.4",1,win challange
8347,"smart 2: 0, 0.6",3,turned flower
8348,"smart 2: 0, 0.6",3,turned flower
8349,"smart 2: 0, 0.6",3,lose game
8350,"smart 2: 0, 0.4",1,turned flower
8351,"smart 2: 0, 0.4",1,self lose challange
8352,"smart 2: 0, 0.4",1,win challange
8353,"smart 2: 0, 0.4",1,self lose challange
8354,approx q learning,0,turned flower
8355,approx q learning,0,turned flower
8356,approx q learning,0,turned flower
8357,approx q learning,0,turned flower
8358,approx q learning,0,lose challange
8359,"smart 2: 0, 0.4",1,turned flower
8360,"smart 2: 0, 0.4",1,self lose challange
8361,"smart 2: 2, 0.6",2,self lose challange
8362,"smart 2: 2, 0.6",2,turned flower
8363,"smart 2: 2, 0.6",2,turned flower
8364,"smart 2: 2, 0.6",2,lose challange
8365,"smart 2: 0, 0.6",3,turned flower
8366,"smart 2: 0, 0.6",3,lose challange
8367,"smart 2: 0, 0.6",3,self lose challange
8368,"smart 2: 2, 0.6",2,turned flower
8369,"smart 2: 2, 0.6",2,turned flower
8370,"smart 2: 2, 0.6",2,turned flower
8371,"smart 2: 2, 0.6",2,lose challange
8372,"smart 2: 0, 0.4",1,turned flower
8373,"smart 2: 0, 0.4",1,lose challange
8374,"smart 2: 0, 0.4",1,self lose game
8375,approx q learning,0,turned flower
8376,approx q learning,0,lose challange
8377,"smart 2: 0, 0.6",3,turned flower
8378,"smart 2: 0, 0.6",3,lose challange
8379,approx q learning,0,turned flower
8380,approx q learning,0,lose challange
8381,"smart 2: 0, 0.6",3,self lose game
8382,"smart 2: 2, 0.6",2,self lose game
8383,"smart 2: 0, 0.4",1,self lose challange
8384,approx q learning,0,turned flower
8385,approx q learning,0,lose challange
8386,approx q learning,0,turned flower
8387,approx q learning,0,lose challange
8388,"smart 2: 0, 0.4",1,self lose challange
8389,approx q learning,0,turned flower
8390,approx q learning,0,turned flower
8391,approx q learning,0,turned flower
8392,approx q learning,0,win challange
8393,"smart 2: 0, 0.4",1,turned flower
8394,"smart 2: 0, 0.4",1,self lose challange
8395,"smart 2: 0, 0.6",3,turned flower
8396,"smart 2: 0, 0.6",3,lose challange
8397,"smart 2: 0, 0.4",1,turned flower
8398,"smart 2: 0, 0.4",1,lose game
8399,"smart 2: 2, 0.6",2,turned flower
8400,"smart 2: 2, 0.6",2,self lose challange
8401,"smart 2: 0, 0.6",3,turned flower
8402,"smart 2: 0, 0.6",3,lose challange
8403,"smart 2: 0, 0.6",3,turned flower
8404,"smart 2: 0, 0.6",3,turned flower
8405,"smart 2: 0, 0.6",3,lose challange
8406,"smart 2: 0, 0.6",3,self lose game
8407,approx q learning,0,win challange
8408,"smart 2: 0, 0.6",3,turned flower
8409,"smart 2: 0, 0.6",3,lose challange
8410,"smart 2: 0, 0.4",1,turned flower
8411,"smart 2: 0, 0.4",1,lose challange
8412,"smart 2: 2, 0.6",2,self lose challange
8413,"smart 2: 2, 0.6",2,turned flower
8414,"smart 2: 2, 0.6",2,turned flower
8415,"smart 2: 2, 0.6",2,lose challange
8416,approx q learning,0,turned flower
8417,approx q learning,0,lose challange
8418,approx q learning,0,turned flower
8419,approx q learning,0,turned flower
8420,approx q learning,0,lose challange
8421,approx q learning,0,turned flower
8422,approx q learning,0,lose challange
8423,"smart 2: 0, 0.4",1,turned flower
8424,"smart 2: 0, 0.4",1,lose challange
8425,"smart 2: 0, 0.4",1,self lose challange
8426,"smart 2: 2, 0.6",2,self lose challange
8427,"smart 2: 0, 0.6",3,turned flower
8428,"smart 2: 0, 0.6",3,lose challange
8429,"smart 2: 0, 0.6",3,self lose challange
8430,"smart 2: 0, 0.4",1,turned flower
8431,"smart 2: 0, 0.4",1,lose game
8432,"smart 2: 2, 0.6",2,turned flower
8433,"smart 2: 2, 0.6",2,turned flower
8434,"smart 2: 2, 0.6",2,lose game
8435,"smart 2: 0, 0.6",3,win challange
8436,"smart 2: 0, 0.6",3,win challange
8437,"smart 2: 0, 0.4",1,self lose challange
8438,"smart 2: 2, 0.6",2,self lose challange
8439,approx q learning,0,turned flower
8440,approx q learning,0,lose challange
8441,"smart 2: 0, 0.4",1,self lose challange
8442,"smart 2: 0, 0.4",1,turned flower
8443,"smart 2: 0, 0.4",1,self lose challange
8444,"smart 2: 2, 0.6",2,turned flower
8445,"smart 2: 2, 0.6",2,turned flower
8446,"smart 2: 2, 0.6",2,turned flower
8447,"smart 2: 2, 0.6",2,lose challange
8448,"smart 2: 0, 0.4",1,turned flower
8449,"smart 2: 0, 0.4",1,turned flower
8450,"smart 2: 0, 0.4",1,turned flower
8451,"smart 2: 0, 0.4",1,win challange
8452,"smart 2: 0, 0.6",3,turned flower
8453,"smart 2: 0, 0.6",3,turned flower
8454,"smart 2: 0, 0.6",3,lose challange
8455,"smart 2: 0, 0.6",3,turned flower
8456,"smart 2: 0, 0.6",3,turned flower
8457,"smart 2: 0, 0.6",3,turned flower
8458,"smart 2: 0, 0.6",3,turned flower
8459,"smart 2: 0, 0.6",3,win challange
8460,approx q learning,0,turned flower
8461,approx q learning,0,win challange
8462,"smart 2: 0, 0.6",3,self lose challange
8463,"smart 2: 2, 0.6",2,turned flower
8464,"smart 2: 2, 0.6",2,turned flower
8465,"smart 2: 2, 0.6",2,turned flower
8466,"smart 2: 2, 0.6",2,win challange
8467,"smart 2: 0, 0.6",3,self lose challange
8468,"smart 2: 0, 0.6",3,turned flower
8469,"smart 2: 0, 0.6",3,turned flower
8470,"smart 2: 0, 0.6",3,turned flower
8471,"smart 2: 0, 0.6",3,win challange
8472,"smart 2: 0, 0.4",1,self lose challange
8473,"smart 2: 2, 0.6",2,turned flower
8474,"smart 2: 2, 0.6",2,lose challange
8475,"smart 2: 0, 0.6",3,self lose challange
8476,approx q learning,0,turned flower
8477,approx q learning,0,lose challange
8478,"smart 2: 0, 0.4",1,turned flower
8479,"smart 2: 0, 0.4",1,self lose challange
8480,approx q learning,0,turned flower
8481,approx q learning,0,lose challange
8482,approx q learning,0,turned flower
8483,approx q learning,0,lose challange
8484,"smart 2: 0, 0.4",1,self lose challange
8485,"smart 2: 2, 0.6",2,turned flower
8486,"smart 2: 2, 0.6",2,lose challange
8487,"smart 2: 0, 0.6",3,self lose challange
8488,"smart 2: 2, 0.6",2,self lose challange
8489,"smart 2: 0, 0.6",3,self lose challange
8490,"smart 2: 0, 0.4",1,turned flower
8491,"smart 2: 0, 0.4",1,win challange
8492,"smart 2: 0, 0.4",1,turned flower
8493,"smart 2: 0, 0.4",1,turned flower
8494,"smart 2: 0, 0.4",1,turned flower
8495,"smart 2: 0, 0.4",1,lose game
8496,"smart 2: 2, 0.6",2,turned flower
8497,"smart 2: 2, 0.6",2,lose game
8498,"smart 2: 0, 0.6",3,win challange
8499,"smart 2: 0, 0.6",3,win challange
8500,"smart 2: 0, 0.4",1,self lose challange
8501,"smart 2: 2, 0.6",2,self lose challange
8502,"smart 2: 0, 0.4",1,self lose challange
8503,"smart 2: 0, 0.4",1,turned flower
8504,"smart 2: 0, 0.4",1,lose challange
8505,"smart 2: 0, 0.4",1,turned flower
8506,"smart 2: 0, 0.4",1,turned flower
8507,"smart 2: 0, 0.4",1,turned flower
8508,"smart 2: 0, 0.4",1,lose game
8509,"smart 2: 0, 0.6",3,turned flower
8510,"smart 2: 0, 0.6",3,lose challange
8511,"smart 2: 0, 0.6",3,turned flower
8512,"smart 2: 0, 0.6",3,lose challange
8513,"smart 2: 0, 0.6",3,turned flower
8514,"smart 2: 0, 0.6",3,turned flower
8515,"smart 2: 0, 0.6",3,lose challange
8516,"smart 2: 2, 0.6",2,turned flower
8517,"smart 2: 2, 0.6",2,turned flower
8518,"smart 2: 2, 0.6",2,win challange
8519,approx q learning,0,turned flower
8520,approx q learning,0,turned flower
8521,approx q learning,0,lose challange
8522,approx q learning,0,turned flower
8523,approx q learning,0,turned flower
8524,approx q learning,0,win challange
8525,approx q learning,0,turned flower
8526,approx q learning,0,turned flower
8527,approx q learning,0,turned flower
8528,approx q learning,0,lose challange
8529,"smart 2: 2, 0.6",2,turned flower
8530,"smart 2: 2, 0.6",2,turned flower
8531,"smart 2: 2, 0.6",2,turned flower
8532,"smart 2: 2, 0.6",2,turned flower
8533,"smart 2: 2, 0.6",2,win challange
8534,"smart 2: 0, 0.4",1,turned flower
8535,"smart 2: 0, 0.4",1,self lose challange
8536,"smart 2: 2, 0.6",2,self lose challange
8537,"smart 2: 0, 0.4",1,self lose challange
8538,"smart 2: 0, 0.4",1,turned flower
8539,"smart 2: 0, 0.4",1,self lose challange
8540,"smart 2: 0, 0.4",1,turned flower
8541,"smart 2: 0, 0.4",1,lose game
8542,approx q learning,0,turned flower
8543,approx q learning,0,turned flower
8544,approx q learning,0,turned flower
8545,approx q learning,0,win challange
8546,"smart 2: 2, 0.6",2,turned flower
8547,"smart 2: 2, 0.6",2,turned flower
8548,"smart 2: 2, 0.6",2,turned flower
8549,"smart 2: 2, 0.6",2,lose challange
8550,approx q learning,0,turned flower
8551,approx q learning,0,turned flower
8552,approx q learning,0,win challange
8553,"smart 2: 0, 0.4",1,turned flower
8554,"smart 2: 0, 0.4",1,lose challange
8555,"smart 2: 2, 0.6",2,turned flower
8556,"smart 2: 2, 0.6",2,self lose challange
8557,"smart 2: 0, 0.4",1,self lose challange
8558,"smart 2: 0, 0.6",3,self lose challange
8559,approx q learning,0,turned flower
8560,approx q learning,0,turned flower
8561,approx q learning,0,lose challange
8562,"smart 2: 0, 0.4",1,turned flower
8563,"smart 2: 0, 0.4",1,lose challange
8564,approx q learning,0,turned flower
8565,approx q learning,0,turned flower
8566,approx q learning,0,turned flower
8567,approx q learning,0,lose challange
8568,"smart 2: 0, 0.4",1,turned flower
8569,"smart 2: 0, 0.4",1,lose game
8570,approx q learning,0,turned flower
8571,approx q learning,0,lose challange
8572,approx q learning,0,turned flower
8573,approx q learning,0,turned flower
8574,approx q learning,0,lose game
8575,"smart 2: 2, 0.6",2,win challange
8576,"smart 2: 2, 0.6",2,turned flower
8577,"smart 2: 2, 0.6",2,self lose challange
8578,"smart 2: 0, 0.6",3,self lose challange
8579,"smart 2: 2, 0.6",2,turned flower
8580,"smart 2: 2, 0.6",2,lose challange
8581,"smart 2: 2, 0.6",2,self lose game
8582,"smart 2: 0, 0.4",1,self lose challange
8583,approx q learning,0,turned flower
8584,approx q learning,0,lose challange
8585,"smart 2: 0, 0.6",3,turned flower
8586,"smart 2: 0, 0.6",3,self lose challange
8587,"smart 2: 2, 0.6",2,self lose challange
8588,"smart 2: 2, 0.6",2,turned flower
8589,"smart 2: 2, 0.6",2,self lose challange
8590,"smart 2: 0, 0.4",1,turned flower
8591,"smart 2: 0, 0.4",1,turned flower
8592,"smart 2: 0, 0.4",1,turned flower
8593,"smart 2: 0, 0.4",1,win challange
8594,"smart 2: 0, 0.6",3,self lose challange
8595,"smart 2: 2, 0.6",2,turned flower
8596,"smart 2: 2, 0.6",2,lose challange
8597,"smart 2: 0, 0.4",1,self lose challange
8598,"smart 2: 2, 0.6",2,self lose game
8599,"smart 2: 0, 0.6",3,turned flower
8600,"smart 2: 0, 0.6",3,turned flower
8601,"smart 2: 0, 0.6",3,lose challange
8602,"smart 2: 0, 0.6",3,self lose game
8603,"smart 2: 0, 0.4",1,turned flower
8604,"smart 2: 0, 0.4",1,self lose challange
8605,"smart 2: 0, 0.4",1,win challange
8606,"smart 2: 0, 0.6",3,self lose challange
8607,"smart 2: 0, 0.4",1,self lose challange
8608,"smart 2: 0, 0.4",1,turned flower
8609,"smart 2: 0, 0.4",1,self lose challange
8610,approx q learning,0,turned flower
8611,approx q learning,0,turned flower
8612,approx q learning,0,turned flower
8613,approx q learning,0,lose challange
8614,"smart 2: 0, 0.4",1,self lose challange
8615,"smart 2: 2, 0.6",2,turned flower
8616,"smart 2: 2, 0.6",2,win challange
8617,"smart 2: 0, 0.4",1,turned flower
8618,"smart 2: 0, 0.4",1,lose game
8619,"smart 2: 0, 0.6",3,self lose challange
8620,"smart 2: 2, 0.6",2,self lose challange
8621,"smart 2: 0, 0.6",3,turned flower
8622,"smart 2: 0, 0.6",3,self lose challange
8623,"smart 2: 0, 0.6",3,turned flower
8624,"smart 2: 0, 0.6",3,turned flower
8625,"smart 2: 0, 0.6",3,lose game
8626,approx q learning,0,win challange
8627,approx q learning,0,self lose challange
8628,"smart 2: 2, 0.6",2,turned flower
8629,"smart 2: 2, 0.6",2,lose challange
8630,approx q learning,0,turned flower
8631,approx q learning,0,win challange
8632,"smart 2: 0, 0.4",1,turned flower
8633,"smart 2: 0, 0.4",1,self lose challange
8634,"smart 2: 0, 0.4",1,turned flower
8635,"smart 2: 0, 0.4",1,turned flower
8636,"smart 2: 0, 0.4",1,turned flower
8637,"smart 2: 0, 0.4",1,lose challange
8638,approx q learning,0,turned flower
8639,approx q learning,0,turned flower
8640,approx q learning,0,lose challange
8641,"smart 2: 0, 0.4",1,turned flower
8642,"smart 2: 0, 0.4",1,win challange
8643,approx q learning,0,turned flower
8644,approx q learning,0,turned flower
8645,approx q learning,0,turned flower
8646,approx q learning,0,lose challange
8647,"smart 2: 0, 0.4",1,self lose challange
8648,"smart 2: 2, 0.6",2,self lose challange
8649,"smart 2: 0, 0.4",1,turned flower
8650,"smart 2: 0, 0.4",1,turned flower
8651,"smart 2: 0, 0.4",1,turned flower
8652,"smart 2: 0, 0.4",1,turned flower
8653,"smart 2: 0, 0.4",1,lose game
8654,"smart 2: 2, 0.6",2,turned flower
8655,"smart 2: 2, 0.6",2,self lose challange
8656,"smart 2: 0, 0.6",3,self lose challange
8657,"smart 2: 0, 0.6",3,turned flower
8658,"smart 2: 0, 0.6",3,self lose challange
8659,"smart 2: 0, 0.6",3,turned flower
8660,"smart 2: 0, 0.6",3,self lose challange
8661,"smart 2: 2, 0.6",2,turned flower
8662,"smart 2: 2, 0.6",2,lose challange
8663,approx q learning,0,turned flower
8664,approx q learning,0,lose challange
8665,"smart 2: 2, 0.6",2,self lose game
8666,"smart 2: 0, 0.6",3,win challange
8667,"smart 2: 0, 0.6",3,win challange
8668,"smart 2: 0, 0.4",1,turned flower
8669,"smart 2: 0, 0.4",1,self lose challange
8670,"smart 2: 0, 0.4",1,self lose challange
8671,"smart 2: 0, 0.6",3,self lose challange
8672,"smart 2: 0, 0.4",1,self lose challange
8673,"smart 2: 0, 0.4",1,turned flower
8674,"smart 2: 0, 0.4",1,turned flower
8675,"smart 2: 0, 0.4",1,win challange
8676,"smart 2: 0, 0.6",3,self lose challange
8677,"smart 2: 0, 0.4",1,turned flower
8678,"smart 2: 0, 0.4",1,lose game
8679,approx q learning,0,turned flower
8680,approx q learning,0,turned flower
8681,approx q learning,0,win challange
8682,"smart 2: 0, 0.6",3,turned flower
8683,"smart 2: 0, 0.6",3,self lose challange
8684,"smart 2: 0, 0.6",3,turned flower
8685,"smart 2: 0, 0.6",3,turned flower
8686,"smart 2: 0, 0.6",3,lose game
8687,"smart 2: 2, 0.6",2,win challange
8688,approx q learning,0,turned flower
8689,approx q learning,0,win challange
8690,"smart 2: 2, 0.6",2,turned flower
8691,"smart 2: 2, 0.6",2,turned flower
8692,"smart 2: 2, 0.6",2,turned flower
8693,"smart 2: 2, 0.6",2,turned flower
8694,"smart 2: 2, 0.6",2,lose challange
8695,approx q learning,0,turned flower
8696,approx q learning,0,turned flower
8697,approx q learning,0,turned flower
8698,approx q learning,0,turned flower
8699,approx q learning,0,lose challange
8700,"smart 2: 0, 0.6",3,self lose challange
8701,"smart 2: 0, 0.6",3,self lose challange
8702,"smart 2: 0, 0.4",1,turned flower
8703,"smart 2: 0, 0.4",1,win challange
8704,approx q learning,0,turned flower
8705,approx q learning,0,turned flower
8706,approx q learning,0,lose challange
8707,approx q learning,0,turned flower
8708,approx q learning,0,lose challange
8709,"smart 2: 0, 0.6",3,self lose challange
8710,"smart 2: 0, 0.4",1,self lose challange
8711,"smart 2: 0, 0.6",3,turned flower
8712,"smart 2: 0, 0.6",3,turned flower
8713,"smart 2: 0, 0.6",3,lose game
8714,"smart 2: 2, 0.6",2,self lose challange
8715,"smart 2: 2, 0.6",2,turned flower
8716,"smart 2: 2, 0.6",2,lose challange
8717,"smart 2: 2, 0.6",2,self lose game
8718,"smart 2: 0, 0.4",1,self lose challange
8719,"smart 2: 0, 0.4",1,win challange
8720,approx q learning,0,turned flower
8721,approx q learning,0,turned flower
8722,approx q learning,0,turned flower
8723,approx q learning,0,lose challange
8724,"smart 2: 0, 0.6",3,turned flower
8725,"smart 2: 0, 0.6",3,lose challange
8726,approx q learning,0,turned flower
8727,approx q learning,0,lose challange
8728,"smart 2: 0, 0.4",1,self lose challange
8729,"smart 2: 2, 0.6",2,turned flower
8730,"smart 2: 2, 0.6",2,turned flower
8731,"smart 2: 2, 0.6",2,turned flower
8732,"smart 2: 2, 0.6",2,turned flower
8733,"smart 2: 2, 0.6",2,win challange
8734,"smart 2: 0, 0.6",3,turned flower
8735,"smart 2: 0, 0.6",3,lose challange
8736,"smart 2: 0, 0.6",3,turned flower
8737,"smart 2: 0, 0.6",3,turned flower
8738,"smart 2: 0, 0.6",3,turned flower
8739,"smart 2: 0, 0.6",3,win challange
8740,"smart 2: 0, 0.6",3,turned flower
8741,"smart 2: 0, 0.6",3,lose challange
8742,approx q learning,0,turned flower
8743,approx q learning,0,lose challange
8744,"smart 2: 0, 0.4",1,self lose challange
8745,"smart 2: 2, 0.6",2,turned flower
8746,"smart 2: 2, 0.6",2,lose challange
8747,"smart 2: 0, 0.6",3,turned flower
8748,"smart 2: 0, 0.6",3,win challange
8749,"smart 2: 0, 0.6",3,turned flower
8750,"smart 2: 0, 0.6",3,turned flower
8751,"smart 2: 0, 0.6",3,lose challange
8752,"smart 2: 0, 0.6",3,turned flower
8753,"smart 2: 0, 0.6",3,lose challange
8754,"smart 2: 0, 0.4",1,turned flower
8755,"smart 2: 0, 0.4",1,lose challange
8756,"smart 2: 2, 0.6",2,self lose challange
8757,"smart 2: 0, 0.4",1,turned flower
8758,"smart 2: 0, 0.4",1,turned flower
8759,"smart 2: 0, 0.4",1,lose challange
8760,"smart 2: 2, 0.6",2,turned flower
8761,"smart 2: 2, 0.6",2,self lose challange
8762,"smart 2: 0, 0.4",1,turned flower
8763,"smart 2: 0, 0.4",1,turned flower
8764,"smart 2: 0, 0.4",1,win challange
8765,approx q learning,0,turned flower
8766,approx q learning,0,turned flower
8767,approx q learning,0,turned flower
8768,approx q learning,0,turned flower
8769,approx q learning,0,win challange
8770,"smart 2: 0, 0.4",1,turned flower
8771,"smart 2: 0, 0.4",1,turned flower
8772,"smart 2: 0, 0.4",1,turned flower
8773,"smart 2: 0, 0.4",1,win challange
8774,"smart 2: 2, 0.6",2,self lose challange
8775,"smart 2: 0, 0.4",1,self lose challange
8776,"smart 2: 2, 0.6",2,self lose challange
8777,approx q learning,0,turned flower
8778,approx q learning,0,turned flower
8779,approx q learning,0,turned flower
8780,approx q learning,0,turned flower
8781,approx q learning,0,lose challange
8782,"smart 2: 0, 0.4",1,self lose challange
8783,"smart 2: 2, 0.6",2,turned flower
8784,"smart 2: 2, 0.6",2,lose challange
8785,"smart 2: 0, 0.4",1,self lose challange
8786,"smart 2: 2, 0.6",2,self lose game
8787,"smart 2: 0, 0.4",1,turned flower
8788,"smart 2: 0, 0.4",1,turned flower
8789,"smart 2: 0, 0.4",1,win challange
8790,approx q learning,0,turned flower
8791,approx q learning,0,turned flower
8792,approx q learning,0,lose challange
8793,approx q learning,0,turned flower
8794,approx q learning,0,turned flower
8795,approx q learning,0,lose challange
8796,"smart 2: 0, 0.4",1,turned flower
8797,"smart 2: 0, 0.4",1,lose game
8798,"smart 2: 0, 0.6",3,self lose challange
8799,"smart 2: 0, 0.6",3,self lose challange
8800,"smart 2: 0, 0.6",3,win challange
8801,"smart 2: 0, 0.6",3,self lose challange
8802,"smart 2: 0, 0.6",3,win challange
8803,approx q learning,0,turned flower
8804,approx q learning,0,turned flower
8805,approx q learning,0,turned flower
8806,approx q learning,0,turned flower
8807,approx q learning,0,lose challange
8808,"smart 2: 2, 0.6",2,turned flower
8809,"smart 2: 2, 0.6",2,self lose challange
8810,"smart 2: 0, 0.4",1,self lose challange
8811,"smart 2: 2, 0.6",2,turned flower
8812,"smart 2: 2, 0.6",2,turned flower
8813,"smart 2: 2, 0.6",2,lose challange
8814,"smart 2: 2, 0.6",2,turned flower
8815,"smart 2: 2, 0.6",2,self lose challange
8816,"smart 2: 0, 0.6",3,self lose challange
8817,"smart 2: 0, 0.4",1,self lose challange
8818,"smart 2: 0, 0.6",3,turned flower
8819,"smart 2: 0, 0.6",3,turned flower
8820,"smart 2: 0, 0.6",3,lose challange
8821,"smart 2: 0, 0.6",3,turned flower
8822,"smart 2: 0, 0.6",3,self lose challange
8823,"smart 2: 0, 0.6",3,turned flower
8824,"smart 2: 0, 0.6",3,turned flower
8825,"smart 2: 0, 0.6",3,lose game
8826,"smart 2: 2, 0.6",2,turned flower
8827,"smart 2: 2, 0.6",2,turned flower
8828,"smart 2: 2, 0.6",2,turned flower
8829,"smart 2: 2, 0.6",2,lose game
8830,approx q learning,0,self lose challange
8831,"smart 2: 0, 0.4",1,self lose challange
8832,"smart 2: 0, 0.4",1,win challange
8833,approx q learning,0,turned flower
8834,approx q learning,0,win challange
8835,approx q learning,0,win challange
8836,"smart 2: 2, 0.6",2,turned flower
8837,"smart 2: 2, 0.6",2,self lose challange
8838,"smart 2: 2, 0.6",2,turned flower
8839,"smart 2: 2, 0.6",2,self lose challange
8840,"smart 2: 0, 0.6",3,self lose challange
8841,"smart 2: 2, 0.6",2,turned flower
8842,"smart 2: 2, 0.6",2,lose challange
8843,"smart 2: 2, 0.6",2,self lose game
8844,approx q learning,0,turned flower
8845,approx q learning,0,lose challange
8846,approx q learning,0,turned flower
8847,approx q learning,0,lose challange
8848,approx q learning,0,turned flower
8849,approx q learning,0,lose challange
8850,"smart 2: 0, 0.4",1,turned flower
8851,"smart 2: 0, 0.4",1,lose challange
8852,"smart 2: 0, 0.4",1,turned flower
8853,"smart 2: 0, 0.4",1,win challange
8854,"smart 2: 0, 0.4",1,turned flower
8855,"smart 2: 0, 0.4",1,lose challange
8856,"smart 2: 0, 0.4",1,turned flower
8857,"smart 2: 0, 0.4",1,turned flower
8858,"smart 2: 0, 0.4",1,turned flower
8859,"smart 2: 0, 0.4",1,lose challange
8860,"smart 2: 0, 0.4",1,turned flower
8861,"smart 2: 0, 0.4",1,lose game
8862,"smart 2: 0, 0.6",3,turned flower
8863,"smart 2: 0, 0.6",3,self lose challange
8864,"smart 2: 0, 0.6",3,win challange
8865,"smart 2: 0, 0.6",3,self lose challange
8866,"smart 2: 0, 0.6",3,win challange
8867,approx q learning,0,turned flower
8868,approx q learning,0,turned flower
8869,approx q learning,0,lose challange
8870,approx q learning,0,turned flower
8871,approx q learning,0,lose challange
8872,"smart 2: 0, 0.4",1,self lose challange
8873,approx q learning,0,turned flower
8874,approx q learning,0,lose challange
8875,"smart 2: 0, 0.4",1,self lose challange
8876,"smart 2: 0, 0.6",3,self lose challange
8877,"smart 2: 0, 0.4",1,self lose challange
8878,"smart 2: 2, 0.6",2,self lose challange
